State Code,District Code,Area Name,Total/ Rural/ Urban,Age-group,Gender,Type,Rate
12,7,District - Tawang,Urban,80-89,Female,In seeing,0
12,7,District - Tawang,Urban,90+,Female,In seeing,0
12,7,District - Tawang,Urban,Age not stated,Female,In seeing,0
12,8,District - Tawang,Rural,0-4,Female,In seeing,25
12,8,District - Tawang,Rural,5-9,Female,In seeing,29
12,8,District - Tawang,Rural,10-19,Female,In seeing,48
12,8,District - Tawang,Rural,20-29,Female,In seeing,41
12,8,District - Tawang,Rural,30-39,Female,In seeing,38
12,8,District - Tawang,Rural,40-49,Female,In seeing,34
12,8,District - Tawang,Rural,50-59,Female,In seeing,38
12,8,District - Tawang,Rural,60-69,Female,In seeing,30
12,8,District - Tawang,Rural,70-79,Female,In seeing,14
12,8,District - Tawang,Rural,80-89,Female,In seeing,4
12,8,District - Tawang,Rural,90+,Female,In seeing,2
12,8,District - Tawang,Rural,Age not stated,Female,In seeing,0
12,8,District - Tawang,Urban,0-4,Female,In seeing,2
12,8,District - Tawang,Urban,5-9,Female,In seeing,7
12,8,District - Tawang,Urban,10-19,Female,In seeing,11
12,8,District - Tawang,Urban,20-29,Female,In seeing,13
12,8,District - Tawang,Urban,30-39,Female,In seeing,23
12,8,District - Tawang,Urban,40-49,Female,In seeing,7
12,8,District - Tawang,Urban,50-59,Female,In seeing,5
12,8,District - Tawang,Urban,60-69,Female,In seeing,1
12,8,District - Tawang,Urban,70-79,Female,In seeing,0
12,8,District - Tawang,Urban,80-89,Female,In seeing,1
12,8,District - Tawang,Urban,90+,Female,In seeing,0
12,8,District - Tawang,Urban,Age not stated,Female,In seeing,0
12,9,District - Tawang,Rural,0-4,Female,In seeing,15
12,9,District - Tawang,Rural,5-9,Female,In seeing,16
12,9,District - Tawang,Rural,10-19,Female,In seeing,12
12,9,District - Tawang,Rural,20-29,Female,In seeing,30
12,9,District - Tawang,Rural,30-39,Female,In seeing,30
12,9,District - Tawang,Rural,40-49,Female,In seeing,20
12,9,District - Tawang,Rural,50-59,Female,In seeing,20
12,9,District - Tawang,Rural,60-69,Female,In seeing,31
12,9,District - Tawang,Rural,70-79,Female,In seeing,17
12,9,District - Tawang,Rural,80-89,Female,In seeing,13
12,9,District - Tawang,Rural,90+,Female,In seeing,2
12,9,District - Tawang,Rural,Age not stated,Female,In seeing,0
12,9,District - Tawang,Urban,0-4,Female,In seeing,0
12,9,District - Tawang,Urban,5-9,Female,In seeing,0
12,9,District - Tawang,Urban,10-19,Female,In seeing,0
12,9,District - Tawang,Urban,20-29,Female,In seeing,0
12,9,District - Tawang,Urban,30-39,Female,In seeing,0
12,9,District - Tawang,Urban,40-49,Female,In seeing,0
12,9,District - Tawang,Urban,50-59,Female,In seeing,0
12,9,District - Tawang,Urban,60-69,Female,In seeing,0
12,9,District - Tawang,Urban,70-79,Female,In seeing,0
12,9,District - Tawang,Urban,80-89,Female,In seeing,0
12,9,District - Tawang,Urban,90+,Female,In seeing,0
12,9,District - Tawang,Urban,Age not stated,Female,In seeing,0
12,10,District - Tawang,Rural,0-4,Female,In seeing,21
12,10,District - Tawang,Rural,5-9,Female,In seeing,18
12,10,District - Tawang,Rural,10-19,Female,In seeing,53
12,10,District - Tawang,Rural,20-29,Female,In seeing,25
12,10,District - Tawang,Rural,30-39,Female,In seeing,33
12,10,District - Tawang,Rural,40-49,Female,In seeing,30
12,10,District - Tawang,Rural,50-59,Female,In seeing,26
12,10,District - Tawang,Rural,60-69,Female,In seeing,24
12,10,District - Tawang,Rural,70-79,Female,In seeing,17
12,10,District - Tawang,Rural,80-89,Female,In seeing,6
12,10,District - Tawang,Rural,90+,Female,In seeing,8
12,10,District - Tawang,Rural,Age not stated,Female,In seeing,0
12,10,District - Tawang,Urban,0-4,Female,In seeing,1
12,10,District - Tawang,Urban,5-9,Female,In seeing,1
12,10,District - Tawang,Urban,10-19,Female,In seeing,9
12,10,District - Tawang,Urban,20-29,Female,In seeing,13
12,10,District - Tawang,Urban,30-39,Female,In seeing,7
12,10,District - Tawang,Urban,40-49,Female,In seeing,3
12,10,District - Tawang,Urban,50-59,Female,In seeing,0
12,10,District - Tawang,Urban,60-69,Female,In seeing,3
12,10,District - Tawang,Urban,70-79,Female,In seeing,1
12,10,District - Tawang,Urban,80-89,Female,In seeing,0
12,10,District - Tawang,Urban,90+,Female,In seeing,0
12,10,District - Tawang,Urban,Age not stated,Female,In seeing,0
12,11,District - Tawang,Rural,0-4,Female,In seeing,80
12,11,District - Tawang,Rural,5-9,Female,In seeing,110
12,11,District - Tawang,Rural,10-19,Female,In seeing,129
12,11,District - Tawang,Rural,20-29,Female,In seeing,109
12,11,District - Tawang,Rural,30-39,Female,In seeing,98
12,11,District - Tawang,Rural,40-49,Female,In seeing,47
12,11,District - Tawang,Rural,50-59,Female,In seeing,34
12,11,District - Tawang,Rural,60-69,Female,In seeing,66
12,11,District - Tawang,Rural,70-79,Female,In seeing,39
12,11,District - Tawang,Rural,80-89,Female,In seeing,17
12,11,District - Tawang,Rural,90+,Female,In seeing,9
12,11,District - Tawang,Rural,Age not stated,Female,In seeing,0
12,11,District - Tawang,Urban,0-4,Female,In seeing,12
12,11,District - Tawang,Urban,5-9,Female,In seeing,8
12,11,District - Tawang,Urban,10-19,Female,In seeing,11
12,11,District - Tawang,Urban,20-29,Female,In seeing,10
12,11,District - Tawang,Urban,30-39,Female,In seeing,14
12,11,District - Tawang,Urban,40-49,Female,In seeing,4
12,11,District - Tawang,Urban,50-59,Female,In seeing,2
12,11,District - Tawang,Urban,60-69,Female,In seeing,5
12,11,District - Tawang,Urban,70-79,Female,In seeing,1
12,11,District - Tawang,Urban,80-89,Female,In seeing,1
12,11,District - Tawang,Urban,90+,Female,In seeing,0
12,11,District - Tawang,Urban,Age not stated,Female,In seeing,0
12,12,District - Tawang,Rural,0-4,Female,In seeing,75
12,12,District - Tawang,Rural,5-9,Female,In seeing,70
12,12,District - Tawang,Rural,10-19,Female,In seeing,117
12,12,District - Tawang,Rural,20-29,Female,In seeing,94
12,12,District - Tawang,Rural,30-39,Female,In seeing,51
12,12,District - Tawang,Rural,40-49,Female,In seeing,45
12,12,District - Tawang,Rural,50-59,Female,In seeing,32
12,12,District - Tawang,Rural,60-69,Female,In seeing,43
12,12,District - Tawang,Rural,70-79,Female,In seeing,34
12,12,District - Tawang,Rural,80-89,Female,In seeing,18
12,12,District - Tawang,Rural,90+,Female,In seeing,2
12,12,District - Tawang,Rural,Age not stated,Female,In seeing,0
12,12,District - Tawang,Urban,0-4,Female,In seeing,3
12,12,District - Tawang,Urban,5-9,Female,In seeing,12
12,12,District - Tawang,Urban,10-19,Female,In seeing,10
12,12,District - Tawang,Urban,20-29,Female,In seeing,10
12,12,District - Tawang,Urban,30-39,Female,In seeing,10
12,12,District - Tawang,Urban,40-49,Female,In seeing,2
12,12,District - Tawang,Urban,50-59,Female,In seeing,2
12,12,District - Tawang,Urban,60-69,Female,In seeing,0
12,12,District - Tawang,Urban,70-79,Female,In seeing,0
12,12,District - Tawang,Urban,80-89,Female,In seeing,0
12,12,District - Tawang,Urban,90+,Female,In seeing,0
12,12,District - Tawang,Urban,Age not stated,Female,In seeing,0
12,13,District - Tawang,Rural,0-4,Female,In seeing,58
12,13,District - Tawang,Rural,5-9,Female,In seeing,55
12,13,District - Tawang,Rural,10-19,Female,In seeing,85
12,13,District - Tawang,Rural,20-29,Female,In seeing,69
12,13,District - Tawang,Rural,30-39,Female,In seeing,54
12,13,District - Tawang,Rural,40-49,Female,In seeing,36
12,13,District - Tawang,Rural,50-59,Female,In seeing,28
12,13,District - Tawang,Rural,60-69,Female,In seeing,28
12,13,District - Tawang,Rural,70-79,Female,In seeing,17
12,13,District - Tawang,Rural,80-89,Female,In seeing,8
12,13,District - Tawang,Rural,90+,Female,In seeing,1
12,13,District - Tawang,Rural,Age not stated,Female,In seeing,0
12,13,District - Tawang,Urban,0-4,Female,In seeing,4
12,13,District - Tawang,Urban,5-9,Female,In seeing,14
12,13,District - Tawang,Urban,10-19,Female,In seeing,12
12,13,District - Tawang,Urban,20-29,Female,In seeing,12
12,13,District - Tawang,Urban,30-39,Female,In seeing,12
12,13,District - Tawang,Urban,40-49,Female,In seeing,3
12,13,District - Tawang,Urban,50-59,Female,In seeing,1
12,13,District - Tawang,Urban,60-69,Female,In seeing,0
12,13,District - Tawang,Urban,70-79,Female,In seeing,0
12,13,District - Tawang,Urban,80-89,Female,In seeing,0
12,13,District - Tawang,Urban,90+,Female,In seeing,0
12,13,District - Tawang,Urban,Age not stated,Female,In seeing,0
12,1,District - Tawang,Rural,0-4,Male,In speech,2
12,1,District - Tawang,Rural,5-9,Male,In speech,8
12,1,District - Tawang,Rural,10-19,Male,In speech,6
12,1,District - Tawang,Rural,20-29,Male,In speech,7
12,1,District - Tawang,Rural,30-39,Male,In speech,6
12,1,District - Tawang,Rural,40-49,Male,In speech,7
12,1,District - Tawang,Rural,50-59,Male,In speech,11
12,1,District - Tawang,Rural,60-69,Male,In speech,13
12,1,District - Tawang,Rural,70-79,Male,In speech,1
12,1,District - Tawang,Rural,80-89,Male,In speech,0
12,1,District - Tawang,Rural,90+,Male,In speech,0
12,1,District - Tawang,Rural,Age not stated,Male,In speech,0
12,1,District - Tawang,Urban,0-4,Male,In speech,0
12,1,District - Tawang,Urban,5-9,Male,In speech,0
12,1,District - Tawang,Urban,10-19,Male,In speech,0
12,1,District - Tawang,Urban,20-29,Male,In speech,0
12,1,District - Tawang,Urban,30-39,Male,In speech,1
12,1,District - Tawang,Urban,40-49,Male,In speech,0
12,1,District - Tawang,Urban,50-59,Male,In speech,1
12,1,District - Tawang,Urban,60-69,Male,In speech,0
12,1,District - Tawang,Urban,70-79,Male,In speech,0
12,1,District - Tawang,Urban,80-89,Male,In speech,0
12,1,District - Tawang,Urban,90+,Male,In speech,0
12,1,District - Tawang,Urban,Age not stated,Male,In speech,0
12,2,District - Tawang,Rural,0-4,Male,In speech,0
12,2,District - Tawang,Rural,5-9,Male,In speech,4
12,2,District - Tawang,Rural,10-19,Male,In speech,13
12,2,District - Tawang,Rural,20-29,Male,In speech,17
12,2,District - Tawang,Rural,30-39,Male,In speech,13
12,2,District - Tawang,Rural,40-49,Male,In speech,25
12,2,District - Tawang,Rural,50-59,Male,In speech,13
12,2,District - Tawang,Rural,60-69,Male,In speech,6
12,2,District - Tawang,Rural,70-79,Male,In speech,6
12,2,District - Tawang,Rural,80-89,Male,In speech,0
12,2,District - Tawang,Rural,90+,Male,In speech,0
12,2,District - Tawang,Rural,Age not stated,Male,In speech,1
12,2,District - Tawang,Urban,0-4,Male,In speech,0
12,2,District - Tawang,Urban,5-9,Male,In speech,0
12,2,District - Tawang,Urban,10-19,Male,In speech,1
12,2,District - Tawang,Urban,20-29,Male,In speech,1
12,2,District - Tawang,Urban,30-39,Male,In speech,1
12,2,District - Tawang,Urban,40-49,Male,In speech,0
12,2,District - Tawang,Urban,50-59,Male,In speech,1
12,2,District - Tawang,Urban,60-69,Male,In speech,0
12,2,District - Tawang,Urban,70-79,Male,In speech,0
12,2,District - Tawang,Urban,80-89,Male,In speech,0
12,2,District - Tawang,Urban,90+,Male,In speech,0
12,2,District - Tawang,Urban,Age not stated,Male,In speech,0
12,3,District - Tawang,Rural,0-4,Male,In speech,1
12,3,District - Tawang,Rural,5-9,Male,In speech,13
12,3,District - Tawang,Rural,10-19,Male,In speech,12
12,3,District - Tawang,Rural,20-29,Male,In speech,11
12,3,District - Tawang,Rural,30-39,Male,In speech,14
12,3,District - Tawang,Rural,40-49,Male,In speech,6
12,3,District - Tawang,Rural,50-59,Male,In speech,4
12,3,District - Tawang,Rural,60-69,Male,In speech,2
12,3,District - Tawang,Rural,70-79,Male,In speech,3
12,3,District - Tawang,Rural,80-89,Male,In speech,0
12,3,District - Tawang,Rural,90+,Male,In speech,0
12,3,District - Tawang,Rural,Age not stated,Male,In speech,0
12,3,District - Tawang,Urban,0-4,Male,In speech,0
12,3,District - Tawang,Urban,5-9,Male,In speech,6
12,3,District - Tawang,Urban,10-19,Male,In speech,4
12,3,District - Tawang,Urban,20-29,Male,In speech,2
12,3,District - Tawang,Urban,30-39,Male,In speech,6
12,3,District - Tawang,Urban,40-49,Male,In speech,1
12,3,District - Tawang,Urban,50-59,Male,In speech,1
12,3,District - Tawang,Urban,60-69,Male,In speech,0
12,3,District - Tawang,Urban,70-79,Male,In speech,0
12,3,District - Tawang,Urban,80-89,Male,In speech,0
12,3,District - Tawang,Urban,90+,Male,In speech,0
12,3,District - Tawang,Urban,Age not stated,Male,In speech,0
12,4,District - Tawang,Rural,0-4,Male,In speech,1
12,4,District - Tawang,Rural,5-9,Male,In speech,8
12,4,District - Tawang,Rural,10-19,Male,In speech,26
12,4,District - Tawang,Rural,20-29,Male,In speech,13
12,4,District - Tawang,Rural,30-39,Male,In speech,17
12,4,District - Tawang,Rural,40-49,Male,In speech,2
12,4,District - Tawang,Rural,50-59,Male,In speech,1
12,4,District - Tawang,Rural,60-69,Male,In speech,1
12,4,District - Tawang,Rural,70-79,Male,In speech,0
12,4,District - Tawang,Rural,80-89,Male,In speech,0
12,4,District - Tawang,Rural,90+,Male,In speech,0
12,4,District - Tawang,Rural,Age not stated,Male,In speech,0
12,4,District - Tawang,Urban,0-4,Male,In speech,3
12,4,District - Tawang,Urban,5-9,Male,In speech,1
12,4,District - Tawang,Urban,10-19,Male,In speech,13
12,4,District - Tawang,Urban,20-29,Male,In speech,4
12,4,District - Tawang,Urban,30-39,Male,In speech,7
12,4,District - Tawang,Urban,40-49,Male,In speech,3
12,4,District - Tawang,Urban,50-59,Male,In speech,3
12,4,District - Tawang,Urban,60-69,Male,In speech,0
12,4,District - Tawang,Urban,70-79,Male,In speech,0
12,4,District - Tawang,Urban,80-89,Male,In speech,1
12,4,District - Tawang,Urban,90+,Male,In speech,0
12,4,District - Tawang,Urban,Age not stated,Male,In speech,0
12,5,District - Tawang,Rural,0-4,Male,In speech,3
12,5,District - Tawang,Rural,5-9,Male,In speech,10
12,5,District - Tawang,Rural,10-19,Male,In speech,17
12,5,District - Tawang,Rural,20-29,Male,In speech,16
12,5,District - Tawang,Rural,30-39,Male,In speech,19
12,5,District - Tawang,Rural,40-49,Male,In speech,16
12,5,District - Tawang,Rural,50-59,Male,In speech,7
12,5,District - Tawang,Rural,60-69,Male,In speech,5
12,5,District - Tawang,Rural,70-79,Male,In speech,1
12,5,District - Tawang,Rural,80-89,Male,In speech,2
12,5,District - Tawang,Rural,90+,Male,In speech,0
12,5,District - Tawang,Rural,Age not stated,Male,In speech,0
12,5,District - Tawang,Urban,0-4,Male,In speech,0
12,5,District - Tawang,Urban,5-9,Male,In speech,0
12,5,District - Tawang,Urban,10-19,Male,In speech,1
12,5,District - Tawang,Urban,20-29,Male,In speech,0
12,5,District - Tawang,Urban,30-39,Male,In speech,2
12,5,District - Tawang,Urban,40-49,Male,In speech,1
12,5,District - Tawang,Urban,50-59,Male,In speech,0
12,5,District - Tawang,Urban,60-69,Male,In speech,0
12,5,District - Tawang,Urban,70-79,Male,In speech,0
12,5,District - Tawang,Urban,80-89,Male,In speech,0
12,5,District - Tawang,Urban,90+,Male,In speech,0
12,5,District - Tawang,Urban,Age not stated,Male,In speech,0
12,6,District - Tawang,Rural,0-4,Male,In speech,0
12,6,District - Tawang,Rural,5-9,Male,In speech,9
12,6,District - Tawang,Rural,10-19,Male,In speech,7
12,6,District - Tawang,Rural,20-29,Male,In speech,13
12,6,District - Tawang,Rural,30-39,Male,In speech,9
12,6,District - Tawang,Rural,40-49,Male,In speech,12
12,6,District - Tawang,Rural,50-59,Male,In speech,5
12,6,District - Tawang,Rural,60-69,Male,In speech,1
12,6,District - Tawang,Rural,70-79,Male,In speech,1
12,6,District - Tawang,Rural,80-89,Male,In speech,0
12,6,District - Tawang,Rural,90+,Male,In speech,1
12,6,District - Tawang,Rural,Age not stated,Male,In speech,0
12,6,District - Tawang,Urban,0-4,Male,In speech,0
12,6,District - Tawang,Urban,5-9,Male,In speech,0
12,6,District - Tawang,Urban,10-19,Male,In speech,4
12,6,District - Tawang,Urban,20-29,Male,In speech,1
12,6,District - Tawang,Urban,30-39,Male,In speech,1
12,6,District - Tawang,Urban,40-49,Male,In speech,2
12,6,District - Tawang,Urban,50-59,Male,In speech,2
12,6,District - Tawang,Urban,60-69,Male,In speech,0
12,6,District - Tawang,Urban,70-79,Male,In speech,0
12,6,District - Tawang,Urban,80-89,Male,In speech,0
12,6,District - Tawang,Urban,90+,Male,In speech,0
12,6,District - Tawang,Urban,Age not stated,Male,In speech,0
12,7,District - Tawang,Rural,0-4,Male,In speech,4
12,7,District - Tawang,Rural,5-9,Male,In speech,16
12,7,District - Tawang,Rural,10-19,Male,In speech,30
12,7,District - Tawang,Rural,20-29,Male,In speech,14
12,7,District - Tawang,Rural,30-39,Male,In speech,26
12,7,District - Tawang,Rural,40-49,Male,In speech,27
12,7,District - Tawang,Rural,50-59,Male,In speech,10
12,7,District - Tawang,Rural,60-69,Male,In speech,12
12,7,District - Tawang,Rural,70-79,Male,In speech,1
12,7,District - Tawang,Rural,80-89,Male,In speech,1
12,7,District - Tawang,Rural,90+,Male,In speech,0
12,7,District - Tawang,Rural,Age not stated,Male,In speech,0
12,7,District - Tawang,Urban,0-4,Male,In speech,0
12,7,District - Tawang,Urban,5-9,Male,In speech,4
12,7,District - Tawang,Urban,10-19,Male,In speech,5
12,7,District - Tawang,Urban,20-29,Male,In speech,2
12,7,District - Tawang,Urban,30-39,Male,In speech,4
12,7,District - Tawang,Urban,40-49,Male,In speech,1
12,7,District - Tawang,Urban,50-59,Male,In speech,2
12,7,District - Tawang,Urban,60-69,Male,In speech,0
12,7,District - Tawang,Urban,70-79,Male,In speech,1
12,7,District - Tawang,Urban,80-89,Male,In speech,0
12,7,District - Tawang,Urban,90+,Male,In speech,0
12,7,District - Tawang,Urban,Age not stated,Male,In speech,0
12,8,District - Tawang,Rural,0-4,Male,In speech,2
12,8,District - Tawang,Rural,5-9,Male,In speech,8
12,8,District - Tawang,Rural,10-19,Male,In speech,16
12,8,District - Tawang,Rural,20-29,Male,In speech,25
12,8,District - Tawang,Rural,30-39,Male,In speech,20
12,8,District - Tawang,Rural,40-49,Male,In speech,13
12,8,District - Tawang,Rural,50-59,Male,In speech,13
12,8,District - Tawang,Rural,60-69,Male,In speech,4
12,8,District - Tawang,Rural,70-79,Male,In speech,4
12,8,District - Tawang,Rural,80-89,Male,In speech,1
12,8,District - Tawang,Rural,90+,Male,In speech,0
12,8,District - Tawang,Rural,Age not stated,Male,In speech,0
12,8,District - Tawang,Urban,0-4,Male,In speech,0
12,8,District - Tawang,Urban,5-9,Male,In speech,0
12,8,District - Tawang,Urban,10-19,Male,In speech,5
12,8,District - Tawang,Urban,20-29,Male,In speech,5
12,8,District - Tawang,Urban,30-39,Male,In speech,1
12,8,District - Tawang,Urban,40-49,Male,In speech,0
12,8,District - Tawang,Urban,50-59,Male,In speech,1
12,8,District - Tawang,Urban,60-69,Male,In speech,0
12,8,District - Tawang,Urban,70-79,Male,In speech,0
12,8,District - Tawang,Urban,80-89,Male,In speech,0
12,8,District - Tawang,Urban,90+,Male,In speech,0
12,8,District - Tawang,Urban,Age not stated,Male,In speech,0
12,9,District - Tawang,Rural,0-4,Male,In speech,1
12,9,District - Tawang,Rural,5-9,Male,In speech,1
12,9,District - Tawang,Rural,10-19,Male,In speech,7
12,9,District - Tawang,Rural,20-29,Male,In speech,12
12,9,District - Tawang,Rural,30-39,Male,In speech,9
12,9,District - Tawang,Rural,40-49,Male,In speech,9
12,9,District - Tawang,Rural,50-59,Male,In speech,5
12,9,District - Tawang,Rural,60-69,Male,In speech,4
12,9,District - Tawang,Rural,70-79,Male,In speech,2
12,9,District - Tawang,Rural,80-89,Male,In speech,0
12,9,District - Tawang,Rural,90+,Male,In speech,0
12,9,District - Tawang,Rural,Age not stated,Male,In speech,0
12,9,District - Tawang,Urban,0-4,Male,In speech,0
12,9,District - Tawang,Urban,5-9,Male,In speech,0
12,9,District - Tawang,Urban,10-19,Male,In speech,0
12,9,District - Tawang,Urban,20-29,Male,In speech,0
12,9,District - Tawang,Urban,30-39,Male,In speech,0
12,9,District - Tawang,Urban,40-49,Male,In speech,0
12,9,District - Tawang,Urban,50-59,Male,In speech,0
12,9,District - Tawang,Urban,60-69,Male,In speech,0
12,9,District - Tawang,Urban,70-79,Male,In speech,0
12,9,District - Tawang,Urban,80-89,Male,In speech,0
12,9,District - Tawang,Urban,90+,Male,In speech,0
12,9,District - Tawang,Urban,Age not stated,Male,In speech,0
12,10,District - Tawang,Rural,0-4,Male,In speech,0
12,10,District - Tawang,Rural,5-9,Male,In speech,8
12,10,District - Tawang,Rural,10-19,Male,In speech,14
12,10,District - Tawang,Rural,20-29,Male,In speech,21
12,10,District - Tawang,Rural,30-39,Male,In speech,14
12,10,District - Tawang,Rural,40-49,Male,In speech,7
12,10,District - Tawang,Rural,50-59,Male,In speech,14
12,10,District - Tawang,Rural,60-69,Male,In speech,5
12,10,District - Tawang,Rural,70-79,Male,In speech,2
12,10,District - Tawang,Rural,80-89,Male,In speech,2
12,10,District - Tawang,Rural,90+,Male,In speech,1
12,10,District - Tawang,Rural,Age not stated,Male,In speech,0
12,10,District - Tawang,Urban,0-4,Male,In speech,0
12,10,District - Tawang,Urban,5-9,Male,In speech,2
12,10,District - Tawang,Urban,10-19,Male,In speech,2
12,10,District - Tawang,Urban,20-29,Male,In speech,1
12,10,District - Tawang,Urban,30-39,Male,In speech,1
12,10,District - Tawang,Urban,40-49,Male,In speech,1
12,10,District - Tawang,Urban,50-59,Male,In speech,1
12,10,District - Tawang,Urban,60-69,Male,In speech,0
12,10,District - Tawang,Urban,70-79,Male,In speech,0
12,10,District - Tawang,Urban,80-89,Male,In speech,0
12,10,District - Tawang,Urban,90+,Male,In speech,0
12,10,District - Tawang,Urban,Age not stated,Male,In speech,0
12,11,District - Tawang,Rural,0-4,Male,In speech,1
12,11,District - Tawang,Rural,5-9,Male,In speech,13
12,11,District - Tawang,Rural,10-19,Male,In speech,36
12,11,District - Tawang,Rural,20-29,Male,In speech,34
12,11,District - Tawang,Rural,30-39,Male,In speech,23
12,11,District - Tawang,Rural,40-49,Male,In speech,23
12,11,District - Tawang,Rural,50-59,Male,In speech,11
12,11,District - Tawang,Rural,60-69,Male,In speech,8
12,11,District - Tawang,Rural,70-79,Male,In speech,4
12,11,District - Tawang,Rural,80-89,Male,In speech,1
12,11,District - Tawang,Rural,90+,Male,In speech,0
12,11,District - Tawang,Rural,Age not stated,Male,In speech,0
12,11,District - Tawang,Urban,0-4,Male,In speech,0
12,11,District - Tawang,Urban,5-9,Male,In speech,1
12,11,District - Tawang,Urban,10-19,Male,In speech,5
12,11,District - Tawang,Urban,20-29,Male,In speech,2
12,11,District - Tawang,Urban,30-39,Male,In speech,2
12,11,District - Tawang,Urban,40-49,Male,In speech,5
12,11,District - Tawang,Urban,50-59,Male,In speech,1
12,11,District - Tawang,Urban,60-69,Male,In speech,2
12,11,District - Tawang,Urban,70-79,Male,In speech,0
12,11,District - Tawang,Urban,80-89,Male,In speech,1
12,11,District - Tawang,Urban,90+,Male,In speech,0
12,11,District - Tawang,Urban,Age not stated,Male,In speech,0
12,12,District - Tawang,Rural,0-4,Male,In speech,3
12,12,District - Tawang,Rural,5-9,Male,In speech,13
12,12,District - Tawang,Rural,10-19,Male,In speech,37
12,12,District - Tawang,Rural,20-29,Male,In speech,48
12,12,District - Tawang,Rural,30-39,Male,In speech,43
12,12,District - Tawang,Rural,40-49,Male,In speech,30
12,12,District - Tawang,Rural,50-59,Male,In speech,16
12,12,District - Tawang,Rural,60-69,Male,In speech,4
12,12,District - Tawang,Rural,70-79,Male,In speech,7
12,12,District - Tawang,Rural,80-89,Male,In speech,1
12,12,District - Tawang,Rural,90+,Male,In speech,0
12,12,District - Tawang,Rural,Age not stated,Male,In speech,0
12,12,District - Tawang,Urban,0-4,Male,In speech,0
12,12,District - Tawang,Urban,5-9,Male,In speech,1
12,12,District - Tawang,Urban,10-19,Male,In speech,4
12,12,District - Tawang,Urban,20-29,Male,In speech,1
12,12,District - Tawang,Urban,30-39,Male,In speech,0
12,12,District - Tawang,Urban,40-49,Male,In speech,1
12,12,District - Tawang,Urban,50-59,Male,In speech,1
12,12,District - Tawang,Urban,60-69,Male,In speech,0
12,12,District - Tawang,Urban,70-79,Male,In speech,0
12,12,District - Tawang,Urban,80-89,Male,In speech,0
12,12,District - Tawang,Urban,90+,Male,In speech,0
12,12,District - Tawang,Urban,Age not stated,Male,In speech,0
12,13,District - Tawang,Rural,0-4,Male,In speech,2
12,13,District - Tawang,Rural,5-9,Male,In speech,11
12,13,District - Tawang,Rural,10-19,Male,In speech,17
12,13,District - Tawang,Rural,20-29,Male,In speech,18
12,13,District - Tawang,Rural,30-39,Male,In speech,17
12,13,District - Tawang,Rural,40-49,Male,In speech,15
12,13,District - Tawang,Rural,50-59,Male,In speech,2
12,13,District - Tawang,Rural,60-69,Male,In speech,1
12,13,District - Tawang,Rural,70-79,Male,In speech,1
12,13,District - Tawang,Rural,80-89,Male,In speech,0
12,13,District - Tawang,Rural,90+,Male,In speech,0
12,13,District - Tawang,Rural,Age not stated,Male,In speech,0
12,13,District - Tawang,Urban,0-4,Male,In speech,1
12,13,District - Tawang,Urban,5-9,Male,In speech,2
12,13,District - Tawang,Urban,10-19,Male,In speech,1
12,13,District - Tawang,Urban,20-29,Male,In speech,1
12,13,District - Tawang,Urban,30-39,Male,In speech,0
12,13,District - Tawang,Urban,40-49,Male,In speech,1
12,13,District - Tawang,Urban,50-59,Male,In speech,0
12,13,District - Tawang,Urban,60-69,Male,In speech,0
12,13,District - Tawang,Urban,70-79,Male,In speech,0
12,13,District - Tawang,Urban,80-89,Male,In speech,0
12,13,District - Tawang,Urban,90+,Male,In speech,0
12,13,District - Tawang,Urban,Age not stated,Male,In speech,0
12,1,District - Tawang,Rural,0-4,Female,In speech,0
12,1,District - Tawang,Rural,5-9,Female,In speech,4
12,1,District - Tawang,Rural,10-19,Female,In speech,8
12,1,District - Tawang,Rural,20-29,Female,In speech,5
12,1,District - Tawang,Rural,30-39,Female,In speech,8
12,1,District - Tawang,Rural,40-49,Female,In speech,15
12,1,District - Tawang,Rural,50-59,Female,In speech,8
12,1,District - Tawang,Rural,60-69,Female,In speech,6
12,1,District - Tawang,Rural,70-79,Female,In speech,1
12,1,District - Tawang,Rural,80-89,Female,In speech,0
12,1,District - Tawang,Rural,90+,Female,In speech,0
12,1,District - Tawang,Rural,Age not stated,Female,In speech,0
12,1,District - Tawang,Urban,0-4,Female,In speech,0
12,1,District - Tawang,Urban,5-9,Female,In speech,0
12,1,District - Tawang,Urban,10-19,Female,In speech,0
12,1,District - Tawang,Urban,20-29,Female,In speech,0
12,1,District - Tawang,Urban,30-39,Female,In speech,1
12,1,District - Tawang,Urban,40-49,Female,In speech,0
12,1,District - Tawang,Urban,50-59,Female,In speech,0
12,1,District - Tawang,Urban,60-69,Female,In speech,1
12,1,District - Tawang,Urban,70-79,Female,In speech,0
12,1,District - Tawang,Urban,80-89,Female,In speech,0
12,1,District - Tawang,Urban,90+,Female,In speech,0
12,1,District - Tawang,Urban,Age not stated,Female,In speech,0
12,2,District - Tawang,Rural,0-4,Female,In speech,0
12,2,District - Tawang,Rural,5-9,Female,In speech,13
12,2,District - Tawang,Rural,10-19,Female,In speech,14
12,2,District - Tawang,Rural,20-29,Female,In speech,13
12,2,District - Tawang,Rural,30-39,Female,In speech,13
12,2,District - Tawang,Rural,40-49,Female,In speech,15
12,2,District - Tawang,Rural,50-59,Female,In speech,9
12,2,District - Tawang,Rural,60-69,Female,In speech,12
