State_Code,District_Code,Area_Type,Age_Group,State,City,Gender,Type,Rate
30,1,Rural,40-49,GOA,North Goa,Male,In Speech,119
30,1,Rural,50-59,GOA,North Goa,Male,In Speech,91
30,1,Rural,60-69,GOA,North Goa,Male,In Speech,67
30,1,Rural,70-79,GOA,North Goa,Male,In Speech,18
30,1,Rural,80-89,GOA,North Goa,Male,In Speech,1
30,1,Rural,90+,GOA,North Goa,Male,In Speech,4
30,1,Rural,Age Not Stated,GOA,North Goa,Male,In Speech,1
30,1,Urban,0-4,GOA,North Goa,Male,In Speech,9
30,1,Urban,5-9,GOA,North Goa,Male,In Speech,68
30,1,Urban,10-19,GOA,North Goa,Male,In Speech,118
30,1,Urban,20-29,GOA,North Goa,Male,In Speech,185
30,1,Urban,30-39,GOA,North Goa,Male,In Speech,172
30,1,Urban,40-49,GOA,North Goa,Male,In Speech,168
30,1,Urban,50-59,GOA,North Goa,Male,In Speech,112
30,1,Urban,60-69,GOA,North Goa,Male,In Speech,88
30,1,Urban,70-79,GOA,North Goa,Male,In Speech,43
30,1,Urban,80-89,GOA,North Goa,Male,In Speech,8
30,1,Urban,90+,GOA,North Goa,Male,In Speech,2
30,1,Urban,Age Not Stated,GOA,North Goa,Male,In Speech,4
30,2,Rural,0-4,GOA,South Goa,Male,In Speech,9
30,2,Rural,5-9,GOA,South Goa,Male,In Speech,30
30,2,Rural,10-19,GOA,South Goa,Male,In Speech,56
30,2,Rural,20-29,GOA,South Goa,Male,In Speech,74
30,2,Rural,30-39,GOA,South Goa,Male,In Speech,84
30,2,Rural,40-49,GOA,South Goa,Male,In Speech,73
30,2,Rural,50-59,GOA,South Goa,Male,In Speech,51
30,2,Rural,60-69,GOA,South Goa,Male,In Speech,42
30,2,Rural,70-79,GOA,South Goa,Male,In Speech,16
30,2,Rural,80-89,GOA,South Goa,Male,In Speech,3
30,2,Rural,90+,GOA,South Goa,Male,In Speech,4
30,2,Rural,Age Not Stated,GOA,South Goa,Male,In Speech,0
30,2,Urban,0-4,GOA,South Goa,Male,In Speech,8
30,2,Urban,5-9,GOA,South Goa,Male,In Speech,44
30,2,Urban,10-19,GOA,South Goa,Male,In Speech,94
30,2,Urban,20-29,GOA,South Goa,Male,In Speech,119
30,2,Urban,30-39,GOA,South Goa,Male,In Speech,127
30,2,Urban,40-49,GOA,South Goa,Male,In Speech,131
30,2,Urban,50-59,GOA,South Goa,Male,In Speech,87
30,2,Urban,60-69,GOA,South Goa,Male,In Speech,63
30,2,Urban,70-79,GOA,South Goa,Male,In Speech,24
30,2,Urban,80-89,GOA,South Goa,Male,In Speech,6
30,2,Urban,90+,GOA,South Goa,Male,In Speech,3
30,2,Urban,Age Not Stated,GOA,South Goa,Male,In Speech,5
30,1,Rural,0-4,GOA,North Goa,Female,In Speech,4
