State_Code,District_Code,Area_Type,Age_Group,State,City,Gender,Type,Rate
26,1,Urban,30-39, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In hearing,4
26,1,Urban,40-49, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In hearing,1
26,1,Urban,50-59, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In hearing,0
26,1,Urban,60-69, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In hearing,3
26,1,Urban,70-79, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In hearing,2
26,1,Urban,80-89, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In hearing,0
26,1,Urban,90+, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In hearing,0
26,1,Urban,Age not stated, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Male,In hearing,0
26,1,Rural,0-4, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,4
26,1,Rural,5-9, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,11
26,1,Rural,10-19, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,12
26,1,Rural,20-29, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,11
26,1,Rural,30-39, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,10
26,1,Rural,40-49, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,14
26,1,Rural,50-59, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,17
26,1,Rural,60-69, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,37
26,1,Rural,70-79, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,23
26,1,Rural,80-89, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,5
26,1,Rural,90+, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,3
26,1,Rural,Age not stated, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,1
26,1,Urban,0-4, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,0
26,1,Urban,5-9, DADRA & NAGAR HAVELI, Dadra & Nagar Haveli,Female,In hearing,0
