Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Type of disablity - In seeing - Males,Type of disablity - In seeing - Females,Type of disablity - In speech - Males,Type of disablity - In speech - Females,Type of disablity - In hearing - Males,Type of disablity - In hearing - Females,Type of disablity - In movement - Males,Type of disablity - In movement - Females,Type of disablity - Mental - Males,Type of disablity - Mental - Females
C4920,21,23,0,District - Sonapur  *  23,Rural,30-39,396,238,78,57,80,50,277,128,117,105
C4920,21,23,0,District - Sonapur  *  23,Rural,40-49,379,214,39,26,68,70,201,114,88,72
C4920,21,23,0,District - Sonapur  *  23,Rural,50-59,332,167,20,24,75,79,184,141,50,47
C4920,21,23,0,District - Sonapur  *  23,Rural,60-69,359,312,28,17,106,117,240,212,39,41
C4920,21,23,0,District - Sonapur  *  23,Rural,70-79,245,203,9,13,95,85,155,127,20,19
C4920,21,23,0,District - Sonapur  *  23,Rural,80-89,87,57,2,2,29,26,52,55,5,8
C4920,21,23,0,District - Sonapur  *  23,Rural,90+,28,15,0,2,9,7,18,8,2,1
C4920,21,23,0,District - Sonapur  *  23,Rural,Age not stated,5,2,1,0,3,3,3,4,1,1
C4920,21,23,0,District - Sonapur  *  23,Urban,0-4,9,10,1,0,0,0,11,0,3,5
C4920,21,23,0,District - Sonapur  *  23,Urban,5-9,18,14,9,5,0,2,12,5,4,5
C4920,21,23,0,District - Sonapur  *  23,Urban,10-19,35,29,20,17,5,2,33,18,17,6
C4920,21,23,0,District - Sonapur  *  23,Urban,20-29,23,23,8,11,6,5,44,19,9,7
C4920,21,23,0,District - Sonapur  *  23,Urban,30-39,18,15,2,4,2,2,29,18,14,7
C4920,21,23,0,District - Sonapur  *  23,Urban,40-49,20,18,5,0,3,2,22,9,7,4
C4920,21,23,0,District - Sonapur  *  23,Urban,50-59,10,10,1,2,2,3,21,13,5,3
C4920,21,23,0,District - Sonapur  *  23,Urban,60-69,14,16,0,1,6,6,22,21,2,3
C4920,21,23,0,District - Sonapur  *  23,Urban,70-79,10,7,0,0,10,1,10,8,2,2
C4920,21,23,0,District - Sonapur  *  23,Urban,80-89,4,1,0,0,1,0,2,3,0,1
C4920,21,23,0,District - Sonapur  *  23,Urban,90+,0,1,0,0,0,0,0,1,0,1
C4920,21,23,0,District - Sonapur  *  23,Urban,Age not stated,1,2,0,0,0,0,0,0,0,0
C4920,21,24,0,District - Balangir  24,Rural,0-4,356,328,34,25,21,16,231,165,35,24
C4920,21,24,0,District - Balangir  24,Rural,5-9,452,413,268,207,84,66,379,284,112,82
C4920,21,24,0,District - Balangir  24,Rural,10-19,882,795,371,380,198,143,969,747,266,243
C4920,21,24,0,District - Balangir  24,Rural,20-29,629,534,233,182,150,98,653,467,240,257
C4920,21,24,0,District - Balangir  24,Rural,30-39,707,425,142,131,141,125,594,363,276,277
C4920,21,24,0,District - Balangir  24,Rural,40-49,632,389,107,93,188,129,564,336,151,190
C4920,21,24,0,District - Balangir  24,Rural,50-59,587,472,59,68,177,168,489,352,93,116
C4920,21,24,0,District - Balangir  24,Rural,60-69,822,1001,72,60,284,355,623,587,70,107
C4920,21,24,0,District - Balangir  24,Rural,70-79,627,732,21,29,185,228,395,412,26,27
C4920,21,24,0,District - Balangir  24,Rural,80-89,267,219,8,10,85,81,142,169,5,14
C4920,21,24,0,District - Balangir  24,Rural,90+,76,54,2,3,22,19,51,53,1,0
C4920,21,24,0,District - Balangir  24,Rural,Age not stated,17,12,1,1,4,2,10,8,2,2
C4920,21,24,0,District - Balangir  24,Urban,0-4,58,41,4,2,3,2,20,16,5,6
C4920,21,24,0,District - Balangir  24,Urban,5-9,78,48,42,23,6,4,27,24,21,10
C4920,21,24,0,District - Balangir  24,Urban,10-19,188,155,64,59,13,17,100,78,79,48
C4920,21,24,0,District - Balangir  24,Urban,20-29,120,111,26,20,16,12,120,61,62,37
C4920,21,24,0,District - Balangir  24,Urban,30-39,105,69,16,14,11,14,79,43,41,30
C4920,21,24,0,District - Balangir  24,Urban,40-49,90,62,8,9,14,11,75,25,33,15
C4920,21,24,0,District - Balangir  24,Urban,50-59,64,43,8,3,12,15,77,38,8,11
C4920,21,24,0,District - Balangir  24,Urban,60-69,46,56,2,2,18,21,87,63,6,6
C4920,21,24,0,District - Balangir  24,Urban,70-79,37,30,3,3,13,8,50,31,2,4
C4920,21,24,0,District - Balangir  24,Urban,80-89,11,14,0,1,3,6,16,8,0,0
C4920,21,24,0,District - Balangir  24,Urban,90+,4,6,1,0,2,1,1,5,0,0
C4920,21,24,0,District - Balangir  24,Urban,Age not stated,4,2,0,0,0,0,0,1,0,0
C4920,21,25,0,District - Nuapada  *  25,Rural,0-4,210,198,20,14,7,7,106,79,21,17
C4920,21,25,0,District - Nuapada  *  25,Rural,5-9,275,233,133,92,29,23,153,100,53,42
C4920,21,25,0,District - Nuapada  *  25,Rural,10-19,427,384,172,177,69,51,378,298,116,120
C4920,21,25,0,District - Nuapada  *  25,Rural,20-29,352,344,97,80,45,36,253,189,114,121
C4920,21,25,0,District - Nuapada  *  25,Rural,30-39,364,297,93,78,65,41,238,173,135,109
C4920,21,25,0,District - Nuapada  *  25,Rural,40-49,325,263,59,58,71,40,224,119,96,70
C4920,21,25,0,District - Nuapada  *  25,Rural,50-59,237,257,36,38,70,64,182,135,46,41
C4920,21,25,0,District - Nuapada  *  25,Rural,60-69,380,442,25,29,133,131,227,236,32,27
C4920,21,25,0,District - Nuapada  *  25,Rural,70-79,236,283,12,13,80,100,117,160,17,14
C4920,21,25,0,District - Nuapada  *  25,Rural,80-89,85,95,6,4,27,29,56,69,5,2
C4920,21,25,0,District - Nuapada  *  25,Rural,90+,27,24,2,1,6,11,14,31,1,2
C4920,21,25,0,District - Nuapada  *  25,Rural,Age not stated,8,2,0,0,1,0,2,1,0,2
C4920,21,25,0,District - Nuapada  *  25,Urban,0-4,19,19,0,0,0,0,4,3,0,1
C4920,21,25,0,District - Nuapada  *  25,Urban,5-9,20,26,5,9,2,2,6,7,3,2
