Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Type of disablity - In seeing - Males,Type of disablity - In seeing - Females,Type of disablity - In speech - Males,Type of disablity - In speech - Females,Type of disablity - In hearing - Males,Type of disablity - In hearing - Females,Type of disablity - In movement - Males,Type of disablity - In movement - Females,Type of disablity - Mental - Males,Type of disablity - Mental - Females
C4920,18,8,0,District - Darrang  08,Rural,40-49,1259,810,274,176,273,193,394,188,243,152
C4920,18,8,0,District - Darrang  08,Rural,50-59,788,607,134,98,292,227,256,152,146,102
C4920,18,8,0,District - Darrang  08,Rural,60-69,714,603,96,80,302,293,311,217,94,84
C4920,18,8,0,District - Darrang  08,Rural,70-79,462,346,41,27,206,156,188,157,56,38
C4920,18,8,0,District - Darrang  08,Rural,80-89,173,132,12,11,73,63,74,69,23,13
C4920,18,8,0,District - Darrang  08,Rural,90+,71,60,2,5,30,22,28,28,12,7
C4920,18,8,0,District - Darrang  08,Rural,Age not stated,36,13,4,1,8,2,10,2,2,0
C4920,18,8,0,District - Darrang  08,Urban,0-4,25,30,2,2,1,1,7,3,1,2
C4920,18,8,0,District - Darrang  08,Urban,5-9,32,26,7,8,4,4,8,7,3,1
C4920,18,8,0,District - Darrang  08,Urban,10-19,80,71,29,22,8,6,36,17,17,10
C4920,18,8,0,District - Darrang  08,Urban,20-29,83,64,20,11,6,4,36,11,21,12
C4920,18,8,0,District - Darrang  08,Urban,30-39,82,57,10,17,3,7,25,17,25,15
C4920,18,8,0,District - Darrang  08,Urban,40-49,55,41,11,9,6,5,32,13,20,8
C4920,18,8,0,District - Darrang  08,Urban,50-59,34,28,7,4,8,3,18,11,6,3
C4920,18,8,0,District - Darrang  08,Urban,60-69,26,31,2,0,7,10,16,10,6,4
C4920,18,8,0,District - Darrang  08,Urban,70-79,12,15,3,1,10,2,10,9,6,3
C4920,18,8,0,District - Darrang  08,Urban,80-89,3,2,0,0,4,1,4,6,3,1
C4920,18,8,0,District - Darrang  08,Urban,90+,3,3,0,0,0,2,1,0,0,0
C4920,18,8,0,District - Darrang  08,Urban,Age not stated,4,1,0,0,0,0,1,0,0,0
C4920,18,9,0,District - Marigaon  09,Rural,0-4,166,161,16,18,16,16,65,52,20,8
C4920,18,9,0,District - Marigaon  09,Rural,5-9,285,230,138,94,60,68,171,109,25,29
C4920,18,9,0,District - Marigaon  09,Rural,10-19,406,317,223,215,120,115,337,229,118,92
C4920,18,9,0,District - Marigaon  09,Rural,20-29,257,187,154,162,77,59,204,126,142,121
C4920,18,9,0,District - Marigaon  09,Rural,30-39,234,181,132,108,93,76,198,87,133,97
C4920,18,9,0,District - Marigaon  09,Rural,40-49,226,151,105,59,88,66,180,81,104,92
C4920,18,9,0,District - Marigaon  09,Rural,50-59,171,146,46,52,83,76,125,79,67,46
C4920,18,9,0,District - Marigaon  09,Rural,60-69,188,219,47,35,91,114,142,130,36,37
C4920,18,9,0,District - Marigaon  09,Rural,70-79,173,124,22,7,69,59,111,108,29,18
C4920,18,9,0,District - Marigaon  09,Rural,80-89,74,81,6,6,38,34,85,68,17,13
C4920,18,9,0,District - Marigaon  09,Rural,90+,26,32,3,0,14,12,16,36,6,6
C4920,18,9,0,District - Marigaon  09,Rural,Age not stated,8,2,2,1,2,0,4,0,0,0
C4920,18,9,0,District - Marigaon  09,Urban,0-4,9,5,2,0,0,0,4,3,0,0
C4920,18,9,0,District - Marigaon  09,Urban,5-9,11,12,6,5,2,1,0,4,0,0
C4920,18,9,0,District - Marigaon  09,Urban,10-19,23,17,8,8,3,0,9,7,5,3
C4920,18,9,0,District - Marigaon  09,Urban,20-29,18,17,7,6,3,1,5,6,5,2
C4920,18,9,0,District - Marigaon  09,Urban,30-39,25,12,6,4,2,1,5,6,9,5
C4920,18,9,0,District - Marigaon  09,Urban,40-49,10,5,4,0,3,3,9,0,8,5
C4920,18,9,0,District - Marigaon  09,Urban,50-59,7,3,2,0,5,0,4,2,2,4
C4920,18,9,0,District - Marigaon  09,Urban,60-69,4,5,2,0,1,1,4,1,0,1
C4920,18,9,0,District - Marigaon  09,Urban,70-79,3,3,0,0,1,1,1,0,1,0
C4920,18,9,0,District - Marigaon  09,Urban,80-89,0,4,0,0,1,0,0,0,0,0
C4920,18,9,0,District - Marigaon  09,Urban,90+,0,0,0,0,1,1,1,0,0,0
C4920,18,9,0,District - Marigaon  09,Urban,Age not stated,0,0,0,0,0,1,0,0,0,0
C4920,18,10,0,District - Nagaon  10,Rural,0-4,879,860,43,29,44,38,254,185,45,31
C4920,18,10,0,District - Nagaon  10,Rural,5-9,1079,1017,359,294,214,193,453,297,110,84
C4920,18,10,0,District - Nagaon  10,Rural,10-19,1626,1506,655,578,347,271,948,632,353,252
C4920,18,10,0,District - Nagaon  10,Rural,20-29,1220,1093,484,406,226,175,664,336,416,295
C4920,18,10,0,District - Nagaon  10,Rural,30-39,1231,890,411,314,219,226,583,303,487,333
C4920,18,10,0,District - Nagaon  10,Rural,40-49,1057,672,281,172,252,190,540,250,372,265
C4920,18,10,0,District - Nagaon  10,Rural,50-59,736,586,143,114,224,223,428,260,177,156
C4920,18,10,0,District - Nagaon  10,Rural,60-69,834,780,111,96,357,366,492,406,140,151
C4920,18,10,0,District - Nagaon  10,Rural,70-79,580,507,51,48,281,272,408,386,118,105
C4920,18,10,0,District - Nagaon  10,Rural,80-89,289,243,7,7,122,104,193,196,43,44
C4920,18,10,0,District - Nagaon  10,Rural,90+,100,114,9,6,50,30,78,125,13,20
C4920,18,10,0,District - Nagaon  10,Rural,Age not stated,24,11,3,1,12,3,28,4,6,2
C4920,18,10,0,District - Nagaon  10,Urban,0-4,64,62,1,1,1,2,19,13,1,7
C4920,18,10,0,District - Nagaon  10,Urban,5-9,95,92,29,27,5,6,40,14,20,7
C4920,18,10,0,District - Nagaon  10,Urban,10-19,216,174,78,62,26,20,108,66,44,43
C4920,18,10,0,District - Nagaon  10,Urban,20-29,227,169,72,61,15,29,100,45,87,41
C4920,18,10,0,District - Nagaon  10,Urban,30-39,201,159,58,32,15,26,92,33,96,45
C4920,18,10,0,District - Nagaon  10,Urban,40-49,232,139,27,18,29,16,86,22,68,41
C4920,18,10,0,District - Nagaon  10,Urban,50-59,148,109,19,9,34,32,69,33,26,19
C4920,18,10,0,District - Nagaon  10,Urban,60-69,120,113,14,8,35,44,72,52,18,15
C4920,18,10,0,District - Nagaon  10,Urban,70-79,83,77,0,4,36,37,49,45,9,15
C4920,18,10,0,District - Nagaon  10,Urban,80-89,26,28,3,2,18,10,24,21,1,6
C4920,18,10,0,District - Nagaon  10,Urban,90+,4,15,1,0,3,4,3,13,1,4
C4920,18,10,0,District - Nagaon  10,Urban,Age not stated,5,1,0,0,0,0,1,0,0,0
C4920,18,11,0,District - Sonitpur  11,Rural,0-4,445,414,37,32,33,38,147,126,27,28
C4920,18,11,0,District - Sonitpur  11,Rural,5-9,630,535,235,204,171,148,286,161,69,60
C4920,18,11,0,District - Sonitpur  11,Rural,10-19,1005,958,634,641,362,283,694,464,250,209
C4920,18,11,0,District - Sonitpur  11,Rural,20-29,770,674,556,475,254,178,476,290,355,240
C4920,18,11,0,District - Sonitpur  11,Rural,30-39,896,601,396,361,247,239,476,263,408,242
C4920,18,11,0,District - Sonitpur  11,Rural,40-49,859,500,231,193,306,231,433,216,266,193
C4920,18,11,0,District - Sonitpur  11,Rural,50-59,644,420,149,105,336,231,309,188,144,105
C4920,18,11,0,District - Sonitpur  11,Rural,60-69,633,565,88,76,353,328,327,187,82,82
C4920,18,11,0,District - Sonitpur  11,Rural,70-79,421,327,47,30,243,211,193,149,47,38
C4920,18,11,0,District - Sonitpur  11,Rural,80-89,148,127,9,13,94,60,64,45,12,15
C4920,18,11,0,District - Sonitpur  11,Rural,90+,48,44,1,1,23,18,33,35,11,3
C4920,18,11,0,District - Sonitpur  11,Rural,Age not stated,9,5,2,1,3,0,5,1,3,1
C4920,18,11,0,District - Sonitpur  11,Urban,0-4,34,38,3,2,1,0,10,6,4,3
C4920,18,11,0,District - Sonitpur  11,Urban,5-9,50,52,19,14,11,6,13,18,8,4
C4920,18,11,0,District - Sonitpur  11,Urban,10-19,115,111,48,31,12,12,37,44,39,21
C4920,18,11,0,District - Sonitpur  11,Urban,20-29,155,101,30,27,11,10,45,35,131,51
C4920,18,11,0,District - Sonitpur  11,Urban,30-39,186,85,15,18,12,11,42,23,120,56
C4920,18,11,0,District - Sonitpur  11,Urban,40-49,109,39,15,12,10,8,37,15,57,39
C4920,18,11,0,District - Sonitpur  11,Urban,50-59,68,42,8,5,10,9,22,13,25,20
C4920,18,11,0,District - Sonitpur  11,Urban,60-69,37,29,9,7,8,4,22,17,19,19
C4920,18,11,0,District - Sonitpur  11,Urban,70-79,23,13,1,2,11,12,8,8,6,2
C4920,18,11,0,District - Sonitpur  11,Urban,80-89,15,4,3,2,7,6,8,4,0,2
C4920,18,11,0,District - Sonitpur  11,Urban,90+,2,4,0,0,1,1,0,4,2,0
C4920,18,11,0,District - Sonitpur  11,Urban,Age not stated,2,1,0,0,0,0,0,0,0,0
C4920,18,12,0,District - Lakhimpur  12,Rural,0-4,252,225,23,18,10,10,79,52,10,6
C4920,18,12,0,District - Lakhimpur  12,Rural,5-9,291,311,134,97,77,61,161,112,21,24
C4920,18,12,0,District - Lakhimpur  12,Rural,10-19,579,518,333,281,135,121,366,209,118,104
C4920,18,12,0,District - Lakhimpur  12,Rural,20-29,382,343,287,242,127,83,266,192,179,123
C4920,18,12,0,District - Lakhimpur  12,Rural,30-39,430,280,188,116,117,112,258,137,180,109
C4920,18,12,0,District - Lakhimpur  12,Rural,40-49,318,222,106,65,152,92,218,100,138,77
C4920,18,12,0,District - Lakhimpur  12,Rural,50-59,270,188,71,43,156,114,197,94,56,55
C4920,18,12,0,District - Lakhimpur  12,Rural,60-69,249,227,51,41,182,169,168,141,36,51
C4920,18,12,0,District - Lakhimpur  12,Rural,70-79,195,161,20,15,128,98,136,92,29,25
C4920,18,12,0,District - Lakhimpur  12,Rural,80-89,79,76,12,4,55,44,50,49,4,6
C4920,18,12,0,District - Lakhimpur  12,Rural,90+,34,30,2,0,22,21,20,14,6,7
C4920,18,12,0,District - Lakhimpur  12,Rural,Age not stated,9,0,1,0,2,0,2,3,2,1
