Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Type of disablity - In seeing - Males,Type of disablity - In seeing - Females,Type of disablity - In speech - Males,Type of disablity - In speech - Females,Type of disablity - In hearing - Males,Type of disablity - In hearing - Females,Type of disablity - In movement - Males,Type of disablity - In movement - Females,Type of disablity - Mental - Males,Type of disablity - Mental - Females
C4920,6,3,0,District - Yamunanagar  03,Urban,20-29,309,254,37,22,16,17,215,141,182,94
C4920,6,3,0,District - Yamunanagar  03,Urban,30-39,266,191,35,21,19,9,163,70,151,54
C4920,6,3,0,District - Yamunanagar  03,Urban,40-49,291,145,15,13,23,12,166,66,99,64
C4920,6,3,0,District - Yamunanagar  03,Urban,50-59,165,94,13,6,15,8,138,78,65,29
C4920,6,3,0,District - Yamunanagar  03,Urban,60-69,149,101,16,10,16,26,127,103,36,30
C4920,6,3,0,District - Yamunanagar  03,Urban,70-79,102,95,9,7,28,20,101,67,22,13
C4920,6,3,0,District - Yamunanagar  03,Urban,80-89,28,31,5,1,29,17,30,42,2,1
C4920,6,3,0,District - Yamunanagar  03,Urban,90+,8,16,0,0,6,6,5,8,0,1
C4920,6,3,0,District - Yamunanagar  03,Urban,Age not stated,2,2,0,0,1,0,1,2,0,0
C4920,6,4,0,District - Kurukshetra  04,Rural,0-4,377,275,13,7,8,4,69,47,54,43
C4920,6,4,0,District - Kurukshetra  04,Rural,5-9,372,300,102,39,15,11,186,101,151,74
C4920,6,4,0,District - Kurukshetra  04,Rural,10-19,674,582,117,85,70,36,854,541,323,197
C4920,6,4,0,District - Kurukshetra  04,Rural,20-29,479,451,80,41,57,24,799,353,230,118
C4920,6,4,0,District - Kurukshetra  04,Rural,30-39,479,290,47,47,37,30,430,187,169,107
C4920,6,4,0,District - Kurukshetra  04,Rural,40-49,348,231,34,15,28,24,309,121,110,54
C4920,6,4,0,District - Kurukshetra  04,Rural,50-59,255,231,25,18,23,29,222,86,55,38
C4920,6,4,0,District - Kurukshetra  04,Rural,60-69,346,465,13,24,56,68,227,166,35,53
C4920,6,4,0,District - Kurukshetra  04,Rural,70-79,370,367,12,15,93,71,189,135,26,19
C4920,6,4,0,District - Kurukshetra  04,Rural,80-89,170,173,7,5,50,61,87,63,10,9
C4920,6,4,0,District - Kurukshetra  04,Rural,90+,56,64,1,3,28,21,37,56,4,4
C4920,6,4,0,District - Kurukshetra  04,Rural,Age not stated,10,1,0,0,0,2,3,0,2,1
C4920,6,4,0,District - Kurukshetra  04,Urban,0-4,73,60,2,0,2,1,22,7,19,7
C4920,6,4,0,District - Kurukshetra  04,Urban,5-9,93,65,28,16,8,2,49,39,42,21
C4920,6,4,0,District - Kurukshetra  04,Urban,10-19,190,160,51,33,13,10,212,129,115,64
C4920,6,4,0,District - Kurukshetra  04,Urban,20-29,169,123,27,12,6,4,195,101,78,46
C4920,6,4,0,District - Kurukshetra  04,Urban,30-39,137,90,16,18,4,2,109,51,62,35
C4920,6,4,0,District - Kurukshetra  04,Urban,40-49,124,66,13,9,4,10,91,37,57,26
C4920,6,4,0,District - Kurukshetra  04,Urban,50-59,77,55,8,5,4,1,91,33,24,15
C4920,6,4,0,District - Kurukshetra  04,Urban,60-69,68,69,3,4,14,10,72,70,16,12
C4920,6,4,0,District - Kurukshetra  04,Urban,70-79,50,52,2,4,14,15,61,43,7,3
C4920,6,4,0,District - Kurukshetra  04,Urban,80-89,16,15,1,1,11,4,21,31,2,4
C4920,6,4,0,District - Kurukshetra  04,Urban,90+,4,7,2,0,2,2,10,14,0,3
C4920,6,4,0,District - Kurukshetra  04,Urban,Age not stated,4,2,0,0,0,0,1,0,0,1
C4920,6,5,0,District - Kaithal  05,Rural,0-4,152,134,15,9,9,5,114,77,32,18
C4920,6,5,0,District - Kaithal  05,Rural,5-9,206,169,101,67,40,33,324,210,123,47
C4920,6,5,0,District - Kaithal  05,Rural,10-19,493,344,184,141,92,55,1221,684,299,154
C4920,6,5,0,District - Kaithal  05,Rural,20-29,334,225,106,50,52,26,990,407,223,90
C4920,6,5,0,District - Kaithal  05,Rural,30-39,305,215,71,45,54,43,593,271,217,75
C4920,6,5,0,District - Kaithal  05,Rural,40-49,311,197,43,23,45,36,510,201,131,59
C4920,6,5,0,District - Kaithal  05,Rural,50-59,269,212,26,23,46,44,307,169,71,36
C4920,6,5,0,District - Kaithal  05,Rural,60-69,470,552,21,27,128,96,352,246,59,54
C4920,6,5,0,District - Kaithal  05,Rural,70-79,446,407,17,20,120,99,227,177,20,17
C4920,6,5,0,District - Kaithal  05,Rural,80-89,191,151,7,1,74,39,90,68,8,8
C4920,6,5,0,District - Kaithal  05,Rural,90+,42,68,4,2,14,14,43,35,1,3
C4920,6,5,0,District - Kaithal  05,Rural,Age not stated,8,6,0,0,2,2,4,0,1,1
C4920,6,5,0,District - Kaithal  05,Urban,0-4,32,35,4,1,0,2,25,12,9,8
C4920,6,5,0,District - Kaithal  05,Urban,5-9,49,32,27,13,5,5,61,50,17,18
C4920,6,5,0,District - Kaithal  05,Urban,10-19,103,85,45,25,22,15,193,114,72,31
C4920,6,5,0,District - Kaithal  05,Urban,20-29,73,63,27,8,10,4,151,79,61,28
C4920,6,5,0,District - Kaithal  05,Urban,30-39,75,53,17,10,16,6,103,63,47,21
C4920,6,5,0,District - Kaithal  05,Urban,40-49,81,56,12,12,7,6,74,45,35,12
C4920,6,5,0,District - Kaithal  05,Urban,50-59,59,44,4,5,9,9,56,42,18,4
C4920,6,5,0,District - Kaithal  05,Urban,60-69,55,66,8,3,9,19,64,50,14,7
C4920,6,5,0,District - Kaithal  05,Urban,70-79,55,45,3,2,19,16,36,34,6,4
C4920,6,5,0,District - Kaithal  05,Urban,80-89,28,16,3,1,15,14,12,10,1,3
C4920,6,5,0,District - Kaithal  05,Urban,90+,5,8,0,0,5,6,8,7,3,1
C4920,6,5,0,District - Kaithal  05,Urban,Age not stated,0,0,0,0,1,0,0,0,0,0
C4920,6,6,0,District - Karnal  06,Rural,0-4,290,298,12,8,12,8,138,89,46,43
C4920,6,6,0,District - Karnal  06,Rural,5-9,357,275,133,61,35,29,363,205,141,83
C4920,6,6,0,District - Karnal  06,Rural,10-19,659,534,219,121,75,66,1530,799,443,210
C4920,6,6,0,District - Karnal  06,Rural,20-29,522,413,102,63,65,31,1161,402,299,136
C4920,6,6,0,District - Karnal  06,Rural,30-39,489,340,68,62,43,38,573,250,238,111
C4920,6,6,0,District - Karnal  06,Rural,40-49,429,325,46,37,49,41,413,161,159,84
C4920,6,6,0,District - Karnal  06,Rural,50-59,334,295,28,31,39,51,339,179,85,49
C4920,6,6,0,District - Karnal  06,Rural,60-69,436,565,26,35,118,113,323,256,61,47
C4920,6,6,0,District - Karnal  06,Rural,70-79,445,456,9,17,132,112,233,177,32,27
C4920,6,6,0,District - Karnal  06,Rural,80-89,223,209,7,13,90,57,114,100,14,12
C4920,6,6,0,District - Karnal  06,Rural,90+,79,52,5,3,44,17,45,62,3,4
C4920,6,6,0,District - Karnal  06,Rural,Age not stated,12,4,2,0,3,1,2,2,0,1
C4920,6,6,0,District - Karnal  06,Urban,0-4,99,106,3,2,4,2,38,16,21,9
C4920,6,6,0,District - Karnal  06,Urban,5-9,142,106,31,25,9,8,85,48,44,20
C4920,6,6,0,District - Karnal  06,Urban,10-19,304,252,66,31,19,16,321,202,139,83
C4920,6,6,0,District - Karnal  06,Urban,20-29,246,199,35,12,8,7,289,128,115,52
C4920,6,6,0,District - Karnal  06,Urban,30-39,238,198,19,16,12,7,138,75,97,37
C4920,6,6,0,District - Karnal  06,Urban,40-49,258,168,24,11,8,13,165,75,81,44
C4920,6,6,0,District - Karnal  06,Urban,50-59,156,95,11,5,11,5,95,55,38,20
C4920,6,6,0,District - Karnal  06,Urban,60-69,105,127,8,5,13,24,106,98,25,15
C4920,6,6,0,District - Karnal  06,Urban,70-79,79,92,5,6,33,28,79,79,16,13
C4920,6,6,0,District - Karnal  06,Urban,80-89,30,51,0,6,21,18,32,39,7,9
C4920,6,6,0,District - Karnal  06,Urban,90+,7,8,1,1,8,7,7,15,2,3
C4920,6,6,0,District - Karnal  06,Urban,Age not stated,2,0,0,0,0,0,0,1,1,0
C4920,6,7,0,District - Panipat  07,Rural,0-4,224,222,10,3,10,10,96,53,35,16
C4920,6,7,0,District - Panipat  07,Rural,5-9,274,232,96,48,28,18,230,141,78,32
C4920,6,7,0,District - Panipat  07,Rural,10-19,503,387,148,60,55,45,792,451,217,108
C4920,6,7,0,District - Panipat  07,Rural,20-29,370,261,53,36,23,10,504,214,183,64
C4920,6,7,0,District - Panipat  07,Rural,30-39,334,249,41,33,26,19,303,136,138,58
C4920,6,7,0,District - Panipat  07,Rural,40-49,265,160,27,17,24,22,242,122,95,39
C4920,6,7,0,District - Panipat  07,Rural,50-59,178,155,15,12,22,25,203,108,50,27
C4920,6,7,0,District - Panipat  07,Rural,60-69,270,278,17,15,50,62,186,150,40,24
C4920,6,7,0,District - Panipat  07,Rural,70-79,225,162,5,8,57,52,113,77,11,13
C4920,6,7,0,District - Panipat  07,Rural,80-89,66,71,6,1,37,23,54,38,5,5
C4920,6,7,0,District - Panipat  07,Rural,90+,28,20,2,1,14,12,18,11,0,1
C4920,6,7,0,District - Panipat  07,Rural,Age not stated,7,5,0,0,1,0,1,2,0,1
C4920,6,7,0,District - Panipat  07,Urban,0-4,133,122,5,7,4,4,44,32,21,8
C4920,6,7,0,District - Panipat  07,Urban,5-9,190,135,40,24,7,3,128,76,56,26
C4920,6,7,0,District - Panipat  07,Urban,10-19,330,255,77,48,19,20,327,221,143,89
C4920,6,7,0,District - Panipat  07,Urban,20-29,328,200,42,31,15,10,256,101,124,68
C4920,6,7,0,District - Panipat  07,Urban,30-39,265,196,20,24,11,6,145,69,98,65
C4920,6,7,0,District - Panipat  07,Urban,40-49,207,139,12,12,12,14,129,49,66,31
C4920,6,7,0,District - Panipat  07,Urban,50-59,144,109,8,8,8,15,74,54,39,19
C4920,6,7,0,District - Panipat  07,Urban,60-69,120,120,8,10,23,36,89,76,17,13
C4920,6,7,0,District - Panipat  07,Urban,70-79,79,58,0,5,30,29,63,58,12,8
C4920,6,7,0,District - Panipat  07,Urban,80-89,27,28,0,2,22,13,25,32,1,2
C4920,6,7,0,District - Panipat  07,Urban,90+,6,6,0,0,7,4,11,10,1,0
C4920,6,7,0,District - Panipat  07,Urban,Age not stated,0,2,0,1,0,0,0,0,0,0
C4920,6,8,0,District - Sonipat  08,Rural,0-4,627,472,13,14,17,6,105,58,51,21
C4920,6,8,0,District - Sonipat  08,Rural,5-9,642,527,151,60,37,23,283,161,114,76
C4920,6,8,0,District - Sonipat  08,Rural,10-19,1198,969,247,106,88,50,1230,628,393,198
C4920,6,8,0,District - Sonipat  08,Rural,20-29,988,654,131,56,64,26,917,357,304,100
C4920,6,8,0,District - Sonipat  08,Rural,30-39,774,555,79,50,54,25,543,246,208,79
C4920,6,8,0,District - Sonipat  08,Rural,40-49,656,445,51,40,52,27,430,189,144,56
C4920,6,8,0,District - Sonipat  08,Rural,50-59,459,366,39,28,37,39,331,157,72,35
C4920,6,8,0,District - Sonipat  08,Rural,60-69,537,588,31,37,107,117,310,250,51,30
C4920,6,8,0,District - Sonipat  08,Rural,70-79,450,406,24,18,117,111,241,138,21,21
C4920,6,8,0,District - Sonipat  08,Rural,80-89,193,156,4,6,92,54,121,66,9,9
C4920,6,8,0,District - Sonipat  08,Rural,90+,49,33,1,1,23,19,29,26,6,5
C4920,6,8,0,District - Sonipat  08,Rural,Age not stated,22,12,0,0,0,0,8,1,3,1
C4920,6,8,0,District - Sonipat  08,Urban,0-4,229,139,4,2,4,0,26,20,15,13
C4920,6,8,0,District - Sonipat  08,Urban,5-9,232,152,42,31,8,7,71,40,41,24
C4920,6,8,0,District - Sonipat  08,Urban,10-19,589,324,85,48,19,13,251,187,149,93
C4920,6,8,0,District - Sonipat  08,Urban,20-29,338,284,28,25,10,14,224,136,130,56
C4920,6,8,0,District - Sonipat  08,Urban,30-39,329,227,27,24,12,14,126,64,97,46
C4920,6,8,0,District - Sonipat  08,Urban,40-49,285,197,16,15,11,14,129,63,69,26
C4920,6,8,0,District - Sonipat  08,Urban,50-59,218,136,7,8,8,11,125,50,26,16
C4920,6,8,0,District - Sonipat  08,Urban,60-69,194,165,11,5,27,38,83,84,21,16
C4920,6,8,0,District - Sonipat  08,Urban,70-79,136,125,7,5,36,25,78,84,11,10
C4920,6,8,0,District - Sonipat  08,Urban,80-89,49,50,1,1,17,19,38,38,3,5
C4920,6,8,0,District - Sonipat  08,Urban,90+,12,15,1,0,7,7,12,16,0,4
C4920,6,8,0,District - Sonipat  08,Urban,Age not stated,3,4,0,0,0,0,3,0,2,0
C4920,6,9,0,District - Jind  09,Rural,0-4,648,515,15,15,13,10,145,95,51,25
C4920,6,9,0,District - Jind  09,Rural,5-9,679,532,150,83,60,40,390,257,137,63
C4920,6,9,0,District - Jind  09,Rural,10-19,1143,960,231,120,135,94,1488,791,348,197
C4920,6,9,0,District - Jind  09,Rural,20-29,940,706,140,53,79,41,1137,416,293,114
C4920,6,9,0,District - Jind  09,Rural,30-39,772,582,56,47,67,40,702,299,243,89
C4920,6,9,0,District - Jind  09,Rural,40-49,663,429,55,22,64,45,487,187,158,72
C4920,6,9,0,District - Jind  09,Rural,50-59,499,380,26,30,50,59,389,202,96,46
C4920,6,9,0,District - Jind  09,Rural,60-69,711,745,38,39,131,137,427,285,67,51
C4920,6,9,0,District - Jind  09,Rural,70-79,574,490,22,14,133,106,278,158,39,29
C4920,6,9,0,District - Jind  09,Rural,80-89,246,166,4,5,79,46,98,77,9,7
C4920,6,9,0,District - Jind  09,Rural,90+,50,38,0,0,19,18,33,30,2,3
C4920,6,9,0,District - Jind  09,Rural,Age not stated,26,22,1,2,3,1,9,5,2,0
C4920,6,9,0,District - Jind  09,Urban,0-4,121,91,5,1,3,2,30,19,9,11
C4920,6,9,0,District - Jind  09,Urban,5-9,164,126,25,21,9,8,73,39,45,20
C4920,6,9,0,District - Jind  09,Urban,10-19,267,251,49,29,23,13,262,186,132,62
C4920,6,9,0,District - Jind  09,Urban,20-29,249,185,31,10,9,9,217,118,77,43
C4920,6,9,0,District - Jind  09,Urban,30-39,220,145,12,13,6,7,119,71,76,31
C4920,6,9,0,District - Jind  09,Urban,40-49,201,114,14,10,10,7,107,47,41,29
C4920,6,9,0,District - Jind  09,Urban,50-59,105,66,6,9,11,9,71,41,17,10
C4920,6,9,0,District - Jind  09,Urban,60-69,99,107,7,5,12,24,67,46,11,9
C4920,6,9,0,District - Jind  09,Urban,70-79,69,44,5,1,9,18,53,28,6,3
C4920,6,9,0,District - Jind  09,Urban,80-89,20,23,0,1,9,10,11,18,1,0
C4920,6,9,0,District - Jind  09,Urban,90+,6,9,3,0,4,1,4,7,0,0
C4920,6,9,0,District - Jind  09,Urban,Age not stated,6,1,0,0,0,0,0,0,1,0
C4920,6,10,0,District - Fatehabad *  10,Rural,0-4,591,508,12,11,14,6,100,73,37,27
C4920,6,10,0,District - Fatehabad *  10,Rural,5-9,676,532,101,67,41,26,306,179,113,66
C4920,6,10,0,District - Fatehabad *  10,Rural,10-19,1219,1001,184,93,90,54,995,595,290,169
C4920,6,10,0,District - Fatehabad *  10,Rural,20-29,923,821,78,51,62,25,900,425,220,121
C4920,6,10,0,District - Fatehabad *  10,Rural,30-39,830,597,66,52,35,36,514,223,164,89
C4920,6,10,0,District - Fatehabad *  10,Rural,40-49,659,426,53,32,44,33,375,159,128,64
C4920,6,10,0,District - Fatehabad *  10,Rural,50-59,363,316,17,19,35,39,251,124,72,24
C4920,6,10,0,District - Fatehabad *  10,Rural,60-69,524,571,21,18,82,130,275,172,45,50
C4920,6,10,0,District - Fatehabad *  10,Rural,70-79,382,346,17,10,117,102,179,135,29,26
C4920,6,10,0,District - Fatehabad *  10,Rural,80-89,130,169,6,6,67,47,74,63,14,11
C4920,6,10,0,District - Fatehabad *  10,Rural,90+,49,52,0,0,30,28,21,35,0,2
C4920,6,10,0,District - Fatehabad *  10,Rural,Age not stated,48,28,1,0,3,0,2,4,3,0
C4920,6,10,0,District - Fatehabad *  10,Urban,0-4,88,97,4,2,2,0,18,15,6,4
C4920,6,10,0,District - Fatehabad *  10,Urban,5-9,137,92,14,9,3,4,40,28,18,15
C4920,6,10,0,District - Fatehabad *  10,Urban,10-19,229,183,39,17,7,3,148,79,71,34
C4920,6,10,0,District - Fatehabad *  10,Urban,20-29,160,136,27,12,8,3,114,62,41,28
C4920,6,10,0,District - Fatehabad *  10,Urban,30-39,192,128,15,8,3,9,70,42,40,23
C4920,6,10,0,District - Fatehabad *  10,Urban,40-49,146,101,9,6,4,5,69,30,32,17
C4920,6,10,0,District - Fatehabad *  10,Urban,50-59,70,56,6,1,3,4,51,22,17,7
C4920,6,10,0,District - Fatehabad *  10,Urban,60-69,83,110,1,5,11,15,49,40,15,7
C4920,6,10,0,District - Fatehabad *  10,Urban,70-79,64,43,1,0,14,15,43,31,3,3
C4920,6,10,0,District - Fatehabad *  10,Urban,80-89,21,20,0,1,7,7,9,13,4,1
C4920,6,10,0,District - Fatehabad *  10,Urban,90+,3,8,0,0,1,3,4,4,1,1
C4920,6,10,0,District - Fatehabad *  10,Urban,Age not stated,6,5,1,0,0,0,1,0,1,1
C4920,6,11,0,District - Sirsa  11,Rural,0-4,738,574,17,12,7,7,142,75,35,21
C4920,6,11,0,District - Sirsa  11,Rural,5-9,731,698,174,75,47,42,357,232,140,75
C4920,6,11,0,District - Sirsa  11,Rural,10-19,1417,1253,240,134,91,69,1190,765,345,199
C4920,6,11,0,District - Sirsa  11,Rural,20-29,1084,962,110,49,44,32,997,425,264,132
C4920,6,11,0,District - Sirsa  11,Rural,30-39,1104,794,73,40,60,32,556,243,242,97
C4920,6,11,0,District - Sirsa  11,Rural,40-49,821,552,43,28,64,43,408,155,151,77
C4920,6,11,0,District - Sirsa  11,Rural,50-59,548,339,25,17,41,61,316,143,78,55
C4920,6,11,0,District - Sirsa  11,Rural,60-69,606,633,39,29,116,133,304,211,78,66
C4920,6,11,0,District - Sirsa  11,Rural,70-79,458,398,23,18,133,104,205,121,49,28
C4920,6,11,0,District - Sirsa  11,Rural,80-89,208,174,5,2,77,52,75,66,7,11
C4920,6,11,0,District - Sirsa  11,Rural,90+,38,78,1,0,23,20,24,31,2,6
C4920,6,11,0,District - Sirsa  11,Rural,Age not stated,58,40,3,1,4,5,16,4,6,2
C4920,6,11,0,District - Sirsa  11,Urban,0-4,194,138,8,0,5,2,44,20,16,4
C4920,6,11,0,District - Sirsa  11,Urban,5-9,259,189,30,26,18,14,103,63,50,22
C4920,6,11,0,District - Sirsa  11,Urban,10-19,501,406,72,44,51,30,352,207,140,84
C4920,6,11,0,District - Sirsa  11,Urban,20-29,364,332,41,19,21,15,303,143,116,49
C4920,6,11,0,District - Sirsa  11,Urban,30-39,365,282,25,33,11,9,161,85,104,39
C4920,6,11,0,District - Sirsa  11,Urban,40-49,376,199,26,15,6,12,142,69,65,25
C4920,6,11,0,District - Sirsa  11,Urban,50-59,195,137,15,8,16,9,88,41,26,17
C4920,6,11,0,District - Sirsa  11,Urban,60-69,175,136,13,13,16,26,82,72,20,22
C4920,6,11,0,District - Sirsa  11,Urban,70-79,103,90,11,4,25,29,64,53,12,11
C4920,6,11,0,District - Sirsa  11,Urban,80-89,31,34,4,2,9,13,23,31,4,1
C4920,6,11,0,District - Sirsa  11,Urban,90+,9,10,0,0,7,6,3,11,1,1
C4920,6,11,0,District - Sirsa  11,Urban,Age not stated,23,9,2,2,0,1,2,1,0,1
C4920,6,12,0,District - Hisar  12,Rural,0-4,512,410,19,18,17,17,161,93,56,30
C4920,6,12,0,District - Hisar  12,Rural,5-9,497,403,145,94,51,46,398,240,157,69
C4920,6,12,0,District - Hisar  12,Rural,10-19,994,749,286,130,138,111,1461,761,495,216
C4920,6,12,0,District - Hisar  12,Rural,20-29,793,554,140,69,77,30,1258,456,372,98
C4920,6,12,0,District - Hisar  12,Rural,30-39,697,443,91,54,78,49,748,306,266,106
C4920,6,12,0,District - Hisar  12,Rural,40-49,548,345,69,30,75,56,653,202,198,72
C4920,6,12,0,District - Hisar  12,Rural,50-59,408,280,46,29,76,50,408,215,101,65
C4920,6,12,0,District - Hisar  12,Rural,60-69,580,528,37,20,136,137,390,235,83,53
C4920,6,12,0,District - Hisar  12,Rural,70-79,421,358,20,17,159,124,232,138,35,22
C4920,6,12,0,District - Hisar  12,Rural,80-89,136,152,5,6,82,71,77,72,14,13
C4920,6,12,0,District - Hisar  12,Rural,90+,24,40,0,1,15,18,24,19,2,2
C4920,6,12,0,District - Hisar  12,Rural,Age not stated,28,20,3,2,1,2,15,6,4,1
C4920,6,12,0,District - Hisar  12,Urban,0-4,127,119,10,1,7,4,45,41,24,9
C4920,6,12,0,District - Hisar  12,Urban,5-9,166,149,58,22,19,13,110,63,60,28
