Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Type of disablity - In seeing - Males,Type of disablity - In seeing - Females,Type of disablity - In speech - Males,Type of disablity - In speech - Females,Type of disablity - In hearing - Males,Type of disablity - In hearing - Females,Type of disablity - In movement - Males,Type of disablity - In movement - Females,Type of disablity - Mental - Males,Type of disablity - Mental - Females
C4920,34,1,0,District - Yanam  01,Urban,80-89,0,0,0,0,2,1,0,0,0,0
C4920,34,1,0,District - Yanam  01,Urban,90+,0,1,0,0,0,0,0,0,0,0
C4920,34,1,0,District - Yanam  01,Urban,Age not stated,2,0,0,0,0,0,0,0,0,0
C4920,34,2,0,District - Pondicherry  02,Rural,0-4,62,63,5,5,2,2,35,21,11,7
C4920,34,2,0,District - Pondicherry  02,Rural,5-9,68,52,29,13,11,7,46,31,25,20
C4920,34,2,0,District - Pondicherry  02,Rural,10-19,164,155,67,57,31,33,231,155,78,58
C4920,34,2,0,District - Pondicherry  02,Rural,20-29,175,160,71,57,31,30,283,135,58,53
C4920,34,2,0,District - Pondicherry  02,Rural,30-39,173,128,38,41,37,53,226,121,51,27
C4920,34,2,0,District - Pondicherry  02,Rural,40-49,159,150,27,18,48,49,245,97,29,26
C4920,34,2,0,District - Pondicherry  02,Rural,50-59,142,158,12,18,52,42,203,100,14,15
C4920,34,2,0,District - Pondicherry  02,Rural,60-69,171,246,13,11,40,55,177,110,8,7
C4920,34,2,0,District - Pondicherry  02,Rural,70-79,150,146,5,5,36,39,105,32,6,8
C4920,34,2,0,District - Pondicherry  02,Rural,80-89,50,50,0,1,20,9,26,19,2,3
C4920,34,2,0,District - Pondicherry  02,Rural,90+,13,11,0,0,2,2,4,4,1,0
C4920,34,2,0,District - Pondicherry  02,Rural,Age not stated,0,0,2,0,0,1,1,0,0,0
C4920,34,2,0,District - Pondicherry  02,Urban,0-4,122,120,2,4,5,5,53,39,30,15
C4920,34,2,0,District - Pondicherry  02,Urban,5-9,136,125,36,34,25,24,76,55,56,38
C4920,34,2,0,District - Pondicherry  02,Urban,10-19,349,291,114,96,95,58,442,330,151,122
C4920,34,2,0,District - Pondicherry  02,Urban,20-29,397,257,111,93,46,54,509,304,158,117
C4920,34,2,0,District - Pondicherry  02,Urban,30-39,507,257,72,75,58,65,386,248,128,96
C4920,34,2,0,District - Pondicherry  02,Urban,40-49,524,229,41,24,61,76,384,197,92,62
C4920,34,2,0,District - Pondicherry  02,Urban,50-59,340,198,19,26,52,94,337,165,37,34
C4920,34,2,0,District - Pondicherry  02,Urban,60-69,225,269,26,19,81,123,292,194,18,21
C4920,34,2,0,District - Pondicherry  02,Urban,70-79,164,212,8,9,47,91,172,111,8,13
C4920,34,2,0,District - Pondicherry  02,Urban,80-89,60,55,4,3,25,36,51,66,6,2
C4920,34,2,0,District - Pondicherry  02,Urban,90+,9,15,2,0,4,8,7,16,0,2
C4920,34,2,0,District - Pondicherry  02,Urban,Age not stated,6,2,0,1,1,0,1,1,0,0
C4920,34,3,0,District - Mahe  03,Rural,0-4,0,0,0,0,0,0,0,0,0,0
C4920,34,3,0,District - Mahe  03,Rural,5-9,0,0,0,0,0,0,0,0,0,0
C4920,34,3,0,District - Mahe  03,Rural,10-19,0,0,0,0,0,0,0,0,0,0
C4920,34,3,0,District - Mahe  03,Rural,20-29,0,0,0,0,0,0,0,0,0,0
C4920,34,3,0,District - Mahe  03,Rural,30-39,0,0,0,0,0,0,0,0,0,0
C4920,34,3,0,District - Mahe  03,Rural,40-49,0,0,0,0,0,0,0,0,0,0
C4920,34,3,0,District - Mahe  03,Rural,50-59,0,0,0,0,0,0,0,0,0,0
C4920,34,3,0,District - Mahe  03,Rural,60-69,0,0,0,0,0,0,0,0,0,0
C4920,34,3,0,District - Mahe  03,Rural,70-79,0,0,0,0,0,0,0,0,0,0
C4920,34,3,0,District - Mahe  03,Rural,80-89,0,0,0,0,0,0,0,0,0,0
C4920,34,3,0,District - Mahe  03,Rural,90+,0,0,0,0,0,0,0,0,0,0
C4920,34,3,0,District - Mahe  03,Rural,Age not stated,0,0,0,0,0,0,0,0,0,0
C4920,34,3,0,District - Mahe  03,Urban,0-4,6,9,0,7,0,0,4,3,0,0
C4920,34,3,0,District - Mahe  03,Urban,5-9,2,2,6,2,3,1,9,4,2,3
C4920,34,3,0,District - Mahe  03,Urban,10-19,16,11,10,8,6,3,15,13,11,9
C4920,34,3,0,District - Mahe  03,Urban,20-29,8,16,12,14,4,4,16,16,14,15
C4920,34,3,0,District - Mahe  03,Urban,30-39,11,15,7,7,4,4,18,9,13,9
C4920,34,3,0,District - Mahe  03,Urban,40-49,16,26,3,4,1,2,16,13,21,7
C4920,34,3,0,District - Mahe  03,Urban,50-59,13,13,1,1,1,3,12,6,6,8
C4920,34,3,0,District - Mahe  03,Urban,60-69,12,16,4,0,5,3,11,10,6,4
C4920,34,3,0,District - Mahe  03,Urban,70-79,5,15,0,0,1,8,5,3,0,2
C4920,34,3,0,District - Mahe  03,Urban,80-89,4,6,0,0,1,4,2,3,0,0
C4920,34,3,0,District - Mahe  03,Urban,90+,0,0,0,0,0,0,1,0,0,0
C4920,34,3,0,District - Mahe  03,Urban,Age not stated,0,0,0,0,0,0,0,0,0,0
C4920,34,4,0,District - Karaikal  04,Rural,0-4,38,22,2,1,1,1,15,11,4,4
C4920,34,4,0,District - Karaikal  04,Rural,5-9,29,28,9,9,2,4,22,11,8,4
C4920,34,4,0,District - Karaikal  04,Rural,10-19,82,69,37,30,6,15,71,45,35,22
C4920,34,4,0,District - Karaikal  04,Rural,20-29,62,76,34,21,13,9,92,66,26,19
C4920,34,4,0,District - Karaikal  04,Rural,30-39,127,61,17,11,12,16,91,33,23,21
C4920,34,4,0,District - Karaikal  04,Rural,40-49,114,65,10,12,12,16,86,44,19,18
C4920,34,4,0,District - Karaikal  04,Rural,50-59,102,69,9,6,19,29,81,39,6,9
C4920,34,4,0,District - Karaikal  04,Rural,60-69,68,65,7,3,19,19,62,38,6,3
C4920,34,4,0,District - Karaikal  04,Rural,70-79,67,63,2,1,15,25,42,27,0,1
C4920,34,4,0,District - Karaikal  04,Rural,80-89,21,19,1,0,12,3,8,12,0,1
C4920,34,4,0,District - Karaikal  04,Rural,90+,0,5,0,1,0,0,3,3,0,0
C4920,34,4,0,District - Karaikal  04,Rural,Age not stated,0,0,0,0,0,0,0,0,0,0
C4920,34,4,0,District - Karaikal  04,Urban,0-4,48,52,2,0,0,2,5,8,3,1
C4920,34,4,0,District - Karaikal  04,Urban,5-9,37,38,8,8,8,3,23,6,7,5
C4920,34,4,0,District - Karaikal  04,Urban,10-19,111,101,13,18,14,6,92,50,24,11
C4920,34,4,0,District - Karaikal  04,Urban,20-29,108,90,12,14,9,10,85,46,24,14
C4920,34,4,0,District - Karaikal  04,Urban,30-39,128,77,11,10,11,7,67,36,21,20
C4920,34,4,0,District - Karaikal  04,Urban,40-49,103,48,11,8,7,15,61,22,12,10
C4920,34,4,0,District - Karaikal  04,Urban,50-59,81,56,6,2,10,14,56,31,6,3
C4920,34,4,0,District - Karaikal  04,Urban,60-69,62,61,3,1,12,15,44,28,5,3
C4920,34,4,0,District - Karaikal  04,Urban,70-79,34,47,3,3,7,9,22,25,1,4
C4920,34,4,0,District - Karaikal  04,Urban,80-89,19,20,0,1,2,8,7,8,0,1
C4920,34,4,0,District - Karaikal  04,Urban,90+,1,4,0,0,0,0,1,3,0,0
C4920,34,4,0,District - Karaikal  04,Urban,Age not stated,1,0,0,0,1,1,1,1,0,0
