Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,In seeing Persons Males,In Hearing Persons Males,In Hearing Persons Females,In Speech Males,In Speech Females,In Movement Males,In Movement  Females,Mental Persons Males,Mental Persons Females
C4920,6,3,District-Yamunanagar,Rural,0-4,36,63,54,7,4,39,24,22,15
C4920,6,3,District-Yamunanagar,Rural,5-9,43,78,69,64,26,73,49,64,45
C4920,6,3,District-Yamunanagar,Rural,10-19,126,207,140,104,54,255,124,268,186
C4920,6,3,District-Yamunanagar,Rural,20-29,112,172,136,67,43,460,290,248,125
C4920,6,3,District-Yamunanagar,Rural,30-39,96,152,157,48,34,510,283,188,113
C4920,6,3,District-Yamunanagar,Rural,40-49,228,150,131,44,29,351,168,167,99
C4920,6,3,District-Yamunanagar,Rural,50-59,275,121,126,31,22,290,195,78,65
C4920,6,3,District-Yamunanagar,Rural,60-69,505,200,190,42,13,330,320,77,67
C4920,6,3,District-Yamunanagar,Rural,70-79,357,164,127,17,11,217,177,32,25
C4920,6,3,District-Yamunanagar,Rural,80-89,120,73,87,5,1,86,101,11,7
C4920,6,3,District-Yamunanagar,Rural,90+,52,32,26,2,1,34,46,1,5
C4920,6,3,District-Yamunanagar,Rural,Age Not Stated,0,0,1,0,0,0,0,0,1
C4920,6,3,District-Yamunanagar,Urban,0-4,21,77,56,1,4,13,4,8,10
C4920,6,3,District-Yamunanagar,Urban,5-9,34,90,65,17,15,36,8,27,21
C4920,6,3,District-Yamunanagar,Urban,10-19,78,183,150,49,31,123,74,132,95
C4920,6,3,District-Yamunanagar,Urban,20-29,85,176,161,35,29,232,118,163,81
C4920,6,3,District-Yamunanagar,Urban,30-39,68,187,169,34,22,184,109,138,93
C4920,6,3,District-Yamunanagar,Urban,40-49,96,153,105,23,7,157,118,104,64
