Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,In seeing Persons Males,In Hearing Persons Males,In Hearing Persons Females,In Speech Males,In Speech Females,In Movement Males,In Movement  Females,Mental Persons Males,Mental Persons Females
C4920,22,8,District-Kabeerdham,Urban,10-19,12,27,13,13,13,50,33,15,15
C4920,22,8,District-Kabeerdham,Urban,20-29,18,18,15,17,11,94,64,20,14
C4920,22,8,District-Kabeerdham,Urban,30-39,17,16,14,17,16,77,31,28,10
C4920,22,8,District-Kabeerdham,Urban,40-49,8,16,10,11,8,51,14,26,7
C4920,22,8,District-Kabeerdham,Urban,50-59,7,15,8,9,2,46,14,5,7
C4920,22,8,District-Kabeerdham,Urban,60-69,15,14,7,2,6,22,15,5,3
C4920,22,8,District-Kabeerdham,Urban,70-79,16,11,11,2,2,22,11,2,1
C4920,22,8,District-Kabeerdham,Urban,80-89,2,2,5,0,0,5,8,0,0
C4920,22,8,District-Kabeerdham,Urban,90+,0,0,1,0,0,1,4,1,0
C4920,22,8,District-Kabeerdham,Urban,Age Not Stated,0,1,0,0,0,0,0,0,0
C4920,22,9,District-Rajnandgaon,Rural,0-4,64,29,50,12,12,119,94,22,18
C4920,22,9,District-Rajnandgaon,Rural,5-9,109,96,78,89,79,216,132,142,101
C4920,22,9,District-Rajnandgaon,Rural,10-19,274,269,225,181,163,644,529,398,344
C4920,22,9,District-Rajnandgaon,Rural,20-29,175,253,210,124,110,1064,761,275,309
C4920,22,9,District-Rajnandgaon,Rural,30-39,197,250,235,99,81,943,561,256,258
C4920,22,9,District-Rajnandgaon,Rural,40-49,299,315,283,96,65,823,508,212,228
C4920,22,9,District-Rajnandgaon,Rural,50-59,363,343,346,62,48,781,533,96,120
C4920,22,9,District-Rajnandgaon,Rural,60-69,611,544,679,55,41,812,825,52,69
C4920,22,9,District-Rajnandgaon,Rural,70-79,460,425,511,23,22,495,604,23,25
C4920,22,9,District-Rajnandgaon,Rural,80-89,115,143,141,5,4,150,183,2,3
C4920,22,9,District-Rajnandgaon,Rural,90+,23,36,46,0,0,33,37,4,3
C4920,22,9,District-Rajnandgaon,Rural,Age Not Stated,2,1,2,2,0,5,3,1,0
C4920,22,9,District-Rajnandgaon,Urban,0-4,7,5,6,1,0,20,15,7,2
C4920,22,9,District-Rajnandgaon,Urban,5-9,24,21,10,17,11,35,19,16,17
C4920,22,9,District-Rajnandgaon,Urban,10-19,74,49,38,37,28,105,74,72,59
C4920,22,9,District-Rajnandgaon,Urban,20-29,48,70,37,28,23,195,153,70,68
C4920,22,9,District-Rajnandgaon,Urban,30-39,58,68,43,30,20,230,141,83,71
C4920,22,9,District-Rajnandgaon,Urban,40-49,45,64,45,30,24,219,127,60,55
C4920,22,9,District-Rajnandgaon,Urban,50-59,62,48,41,16,9,201,117,43,31
C4920,22,9,District-Rajnandgaon,Urban,60-69,85,68,67,17,7,179,135,10,24
C4920,22,9,District-Rajnandgaon,Urban,70-79,38,48,63,5,7,106,102,6,8
C4920,22,9,District-Rajnandgaon,Urban,80-89,13,18,18,1,3,36,32,1,1
C4920,22,9,District-Rajnandgaon,Urban,90+,4,6,9,1,1,8,13,0,2
C4920,22,9,District-Rajnandgaon,Urban,Age Not Stated,0,0,0,0,0,0,1,0,1
C4920,22,10,District-Durg,Rural,0-4,68,57,65,19,14,151,110,31,32
C4920,22,10,District-Durg,Rural,5-9,129,126,93,139,97,290,211,196,164
