Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,In seeing - Males,In seeing - Females,In Hearing - Males,In Hearing - Females,In Speech - Males,In Speech - Females,In Movement - Males,In Movement - Females,Mental - Males,Mental - Females
C4920,29,6,District-Koppal,Urban,90+,2,4,5,7,0,2,1,6,0,1
C4920,29,6,District-Koppal,Urban,Age Not Stated,0,0,0,0,1,1,1,2,0,0
C4920,29,7,District-Gadag,Rural,0-4,64,59,57,57,14,2,74,59,25,21
C4920,29,7,District-Gadag,Rural,5-9,81,76,82,73,99,59,141,86,91,62
C4920,29,7,District-Gadag,Rural,10-19,265,180,238,190,220,168,439,309,277,207
C4920,29,7,District-Gadag,Rural,20-29,201,142,226,158,133,108,741,426,167,172
C4920,29,7,District-Gadag,Rural,30-39,169,138,149,143,84,74,468,253,103,128
C4920,29,7,District-Gadag,Rural,40-49,154,131,159,113,83,59,428,203,79,67
C4920,29,7,District-Gadag,Rural,50-59,157,135,123,116,41,26,298,164,45,37
C4920,29,7,District-Gadag,Rural,60-69,174,272,135,151,27,33,261,151,25,27
C4920,29,7,District-Gadag,Rural,70-79,119,188,63,91,10,9,97,83,3,7
C4920,29,7,District-Gadag,Rural,80-89,50,65,11,21,2,3,21,28,0,3
C4920,29,7,District-Gadag,Rural,90+,10,21,7,6,1,0,3,14,2,1
C4920,29,7,District-Gadag,Rural,Age Not Stated,0,0,1,2,1,0,2,1,0,0
C4920,29,7,District-Gadag,Urban,0-4,25,27,20,28,6,5,34,22,10,11
C4920,29,7,District-Gadag,Urban,5-9,21,35,47,21,41,37,57,39,60,24
C4920,29,7,District-Gadag,Urban,10-19,104,95,86,91,80,77,196,114,134,98
C4920,29,7,District-Gadag,Urban,20-29,115,59,66,74,71,57,296,253,82,83
C4920,29,7,District-Gadag,Urban,30-39,75,62,73,75,37,37,247,153,70,54
C4920,29,7,District-Gadag,Urban,40-49,84,53,70,68,30,20,210,92,46,45
C4920,29,7,District-Gadag,Urban,50-59,61,40,44,49,26,23,157,80,38,23
C4920,29,7,District-Gadag,Urban,60-69,68,65,33,37,17,17,152,81,14,13
C4920,29,7,District-Gadag,Urban,70-79,34,39,24,32,8,5,62,43,4,2
C4920,29,7,District-Gadag,Urban,80-89,7,20,6,10,2,1,11,19,0,1
C4920,29,7,District-Gadag,Urban,90+,0,9,1,8,0,2,3,7,0,2
C4920,29,7,District-Gadag,Urban,Age Not Stated,0,0,0,0,0,0,0,1,0,1
C4920,29,8,District-Dharwad,Rural,0-4,48,49,39,26,7,9,89,50,16,26
C4920,29,8,District-Dharwad,Rural,5-9,85,64,56,48,112,61,131,97,81,64
C4920,29,8,District-Dharwad,Rural,10-19,279,196,159,135,208,179,500,318,259,229
C4920,29,8,District-Dharwad,Rural,20-29,190,126,144,114,139,122,833,490,221,190
C4920,29,8,District-Dharwad,Rural,30-39,160,164,124,133,94,82,641,370,142,165
C4920,29,8,District-Dharwad,Rural,40-49,195,147,125,74,82,61,489,238,157,93
C4920,29,8,District-Dharwad,Rural,50-59,144,145,107,94,57,29,378,181,85,45
C4920,29,8,District-Dharwad,Rural,60-69,241,232,107,110,52,38,371,175,35,39
C4920,29,8,District-Dharwad,Rural,70-79,168,174,79,87,9,12,168,91,4,12
