Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,In seeing Persons Males,In Hearing Persons Males,In Hearing Persons Females,In Speech Males,In Speech Females,In Movement Males,In Movement  Females,Mental Persons Males,Mental Persons Females
C4920,8,12,District-Jaipur,Urban,80-89,191,182,166,24,19,240,244,16,11
C4920,8,12,District-Jaipur,Urban,90+,41,44,62,15,9,53,86,4,9
C4920,8,12,District-Jaipur,Urban,Age Not Stated,8,8,7,1,3,5,3,4,1
C4920,8,13,District-Sikar,Rural,0-4,110,79,93,17,18,88,31,27,14
C4920,8,13,District-Sikar,Rural,5-9,135,125,92,141,90,189,90,157,72
C4920,8,13,District-Sikar,Rural,10-19,354,351,256,288,180,696,331,521,284
C4920,8,13,District-Sikar,Rural,20-29,262,273,159,163,129,989,395,383,113
C4920,8,13,District-Sikar,Rural,30-39,171,217,137,130,92,768,342,351,135
C4920,8,13,District-Sikar,Rural,40-49,229,219,123,99,58,608,252,280,116
C4920,8,13,District-Sikar,Rural,50-59,270,198,138,66,50,534,241,158,90
C4920,8,13,District-Sikar,Rural,60-69,411,233,321,61,30,528,476,90,63
C4920,8,13,District-Sikar,Rural,70-79,482,300,408,34,23,516,703,44,33
C4920,8,13,District-Sikar,Rural,80-89,221,145,237,8,6,257,474,6,11
C4920,8,13,District-Sikar,Rural,90+,38,31,61,0,1,40,115,0,1
C4920,8,13,District-Sikar,Rural,Age Not Stated,14,9,13,6,4,21,18,15,5
C4920,8,13,District-Sikar,Urban,0-4,70,40,40,9,7,14,17,8,8
C4920,8,13,District-Sikar,Urban,5-9,90,53,48,45,26,51,29,31,19
C4920,8,13,District-Sikar,Urban,10-19,185,148,112,92,57,189,120,135,86
C4920,8,13,District-Sikar,Urban,20-29,160,129,87,56,63,275,134,132,68
C4920,8,13,District-Sikar,Urban,30-39,93,106,61,33,35,253,118,122,47
C4920,8,13,District-Sikar,Urban,40-49,112,90,52,52,28,163,88,91,44
C4920,8,13,District-Sikar,Urban,50-59,113,66,47,36,15,154,73,41,21
C4920,8,13,District-Sikar,Urban,60-69,150,73,69,13,13,130,111,19,13
C4920,8,13,District-Sikar,Urban,70-79,78,51,78,11,8,105,120,13,8
C4920,8,13,District-Sikar,Urban,80-89,35,33,44,1,5,48,87,2,4
C4920,8,13,District-Sikar,Urban,90+,6,4,14,2,0,11,32,1,1
C4920,8,13,District-Sikar,Urban,Age Not Stated,3,2,2,1,1,14,5,6,1
