Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,In seeing Persons Males,In Hearing Persons Males,In Hearing Persons Females,In Speech Males,In Speech Females,In Movement Males,In Movement  Females,Mental Persons Males,Mental Persons Females
C4920,24,3,District-Patan  ,Urban,10-19,72,49,47,33,26,73,41,73,55
C4920,24,3,District-Patan  ,Urban,20-29,48,33,38,19,16,123,108,67,33
C4920,24,3,District-Patan  ,Urban,30-39,53,49,33,14,14,188,123,74,33
C4920,24,3,District-Patan  ,Urban,40-49,56,47,29,13,8,125,69,59,28
C4920,24,3,District-Patan  ,Urban,50-59,29,36,25,9,6,79,44,23,18
C4920,24,3,District-Patan  ,Urban,60-69,33,21,48,4,3,66,46,12,13
C4920,24,3,District-Patan  ,Urban,70-79,24,28,36,3,3,37,46,2,6
C4920,24,3,District-Patan  ,Urban,80-89,10,13,18,0,0,8,17,0,0
C4920,24,3,District-Patan  ,Urban,90+,1,1,6,0,0,5,5,1,0
C4920,24,3,District-Patan  ,Urban,Age Not Stated,2,1,0,0,0,0,1,0,0
C4920,24,4,District-Mahesana,Rural,0-4,57,58,51,16,8,111,59,32,14
C4920,24,4,District-Mahesana,Rural,5-9,128,87,64,100,72,210,107,176,128
C4920,24,4,District-Mahesana,Rural,10-19,337,195,173,212,117,619,362,583,316
C4920,24,4,District-Mahesana,Rural,20-29,235,162,141,132,78,1100,661,342,205
C4920,24,4,District-Mahesana,Rural,30-39,224,174,136,104,63,1276,797,308,192
C4920,24,4,District-Mahesana,Rural,40-49,215,177,146,63,51,763,423,237,175
C4920,24,4,District-Mahesana,Rural,50-59,190,177,155,62,55,534,297,103,115
C4920,24,4,District-Mahesana,Rural,60-69,200,188,220,36,32,345,248,56,54
C4920,24,4,District-Mahesana,Rural,70-79,139,157,169,19,11,182,167,15,44
C4920,24,4,District-Mahesana,Rural,80-89,52,71,80,3,2,41,71,4,4
C4920,24,4,District-Mahesana,Rural,90+,10,13,24,0,0,17,23,1,2
C4920,24,4,District-Mahesana,Rural,Age Not Stated,7,4,2,0,1,9,3,3,3
C4920,24,4,District-Mahesana,Urban,0-4,31,55,47,7,4,19,14,4,8
C4920,24,4,District-Mahesana,Urban,5-9,35,67,41,25,23,37,29,23,18
C4920,24,4,District-Mahesana,Urban,10-19,91,190,125,60,34,172,81,141,68
C4920,24,4,District-Mahesana,Urban,20-29,110,163,138,52,31,246,204,93,68
C4920,24,4,District-Mahesana,Urban,30-39,98,128,111,26,26,314,230,112,64
C4920,24,4,District-Mahesana,Urban,40-49,114,142,117,25,17,223,157,88,55
C4920,24,4,District-Mahesana,Urban,50-59,92,105,86,23,20,162,102,52,24
C4920,24,4,District-Mahesana,Urban,60-69,73,68,72,10,10,111,62,16,23
C4920,24,4,District-Mahesana,Urban,70-79,47,42,56,11,5,58,57,9,3
C4920,24,4,District-Mahesana,Urban,80-89,14,18,17,1,1,13,25,6,5
C4920,24,4,District-Mahesana,Urban,90+,2,6,6,0,0,6,11,1,0
C4920,24,4,District-Mahesana,Urban,Age Not Stated,7,0,7,1,0,3,0,2,1
C4920,24,5,District-Sabar Kantha,Rural,0-4,131,92,98,26,14,153,109,41,25
C4920,24,5,District-Sabar Kantha,Rural,5-9,200,176,116,152,85,281,167,217,124
C4920,24,5,District-Sabar Kantha,Rural,10-19,425,327,285,236,143,799,538,588,372
C4920,24,5,District-Sabar Kantha,Rural,20-29,360,307,206,138,101,1477,832,430,304
C4920,24,5,District-Sabar Kantha,Rural,30-39,323,270,186,105,87,1443,821,482,303
C4920,24,5,District-Sabar Kantha,Rural,40-49,379,295,207,102,69,1075,582,394,246
C4920,24,5,District-Sabar Kantha,Rural,50-59,516,259,197,70,42,838,439,197,143
C4920,24,5,District-Sabar Kantha,Rural,60-69,532,244,273,40,36,528,411,86,73
C4920,24,5,District-Sabar Kantha,Rural,70-79,381,189,227,16,13,286,233,15,38
C4920,24,5,District-Sabar Kantha,Rural,80-89,135,97,120,8,4,78,89,11,15
C4920,24,5,District-Sabar Kantha,Rural,90+,37,31,40,4,0,23,33,6,4
C4920,24,5,District-Sabar Kantha,Rural,Age Not Stated,2,8,3,2,1,9,5,2,2
C4920,24,5,District-Sabar Kantha,Urban,0-4,19,21,11,5,3,17,13,13,7
C4920,24,5,District-Sabar Kantha,Urban,5-9,48,28,24,22,15,36,13,32,21
C4920,24,5,District-Sabar Kantha,Urban,10-19,89,76,45,45,21,107,82,150,72
C4920,24,5,District-Sabar Kantha,Urban,20-29,71,64,48,32,23,186,136,111,54
C4920,24,5,District-Sabar Kantha,Urban,30-39,66,54,42,25,22,281,162,94,52
C4920,24,5,District-Sabar Kantha,Urban,40-49,77,56,38,29,15,200,119,64,48
C4920,24,5,District-Sabar Kantha,Urban,50-59,92,56,38,20,8,153,75,40,25
C4920,24,5,District-Sabar Kantha,Urban,60-69,88,37,59,10,6,109,87,22,26
C4920,24,5,District-Sabar Kantha,Urban,70-79,52,46,52,9,3,43,52,3,6
C4920,24,5,District-Sabar Kantha,Urban,80-89,20,22,23,1,0,11,19,1,4
C4920,24,5,District-Sabar Kantha,Urban,90+,4,6,4,2,1,4,5,1,1
C4920,24,5,District-Sabar Kantha,Urban,Age Not Stated,2,0,1,2,1,1,2,4,0
C4920,24,6,District-Gandhinagar,Rural,0-4,74,91,87,11,4,38,30,10,12
C4920,24,6,District-Gandhinagar,Rural,5-9,115,137,85,72,48,97,39,79,42
C4920,24,6,District-Gandhinagar,Rural,10-19,288,250,206,141,90,276,156,265,162
C4920,24,6,District-Gandhinagar,Rural,20-29,235,205,180,100,67,475,294,209,101
C4920,24,6,District-Gandhinagar,Rural,30-39,210,211,168,68,55,612,358,184,107
C4920,24,6,District-Gandhinagar,Rural,40-49,206,170,142,66,43,426,200,145,91
C4920,24,6,District-Gandhinagar,Rural,50-59,171,134,130,37,25,250,136,60,39
C4920,24,6,District-Gandhinagar,Rural,60-69,153,122,162,23,13,178,129,27,36
C4920,24,6,District-Gandhinagar,Rural,70-79,87,68,86,12,12,84,76,10,17
C4920,24,6,District-Gandhinagar,Rural,80-89,29,29,23,2,3,24,25,6,3
C4920,24,6,District-Gandhinagar,Rural,90+,10,8,13,2,3,3,7,0,2
C4920,24,6,District-Gandhinagar,Rural,Age Not Stated,15,11,5,0,2,8,7,6,3
C4920,24,6,District-Gandhinagar,Urban,0-4,20,97,63,7,4,25,9,18,3
C4920,24,6,District-Gandhinagar,Urban,5-9,32,81,76,30,26,43,24,30,23
C4920,24,6,District-Gandhinagar,Urban,10-19,106,193,170,65,56,163,88,146,80
C4920,24,6,District-Gandhinagar,Urban,20-29,100,200,204,55,41,290,224,156,87
C4920,24,6,District-Gandhinagar,Urban,30-39,100,168,169,42,26,414,272,119,58
C4920,24,6,District-Gandhinagar,Urban,40-49,101,156,111,37,24,260,150,94,66
C4920,24,6,District-Gandhinagar,Urban,50-59,111,117,129,19,17,239,107,42,26
C4920,24,6,District-Gandhinagar,Urban,60-69,96,85,112,17,11,162,101,17,17
C4920,24,6,District-Gandhinagar,Urban,70-79,61,70,69,5,5,51,76,12,9
C4920,24,6,District-Gandhinagar,Urban,80-89,22,26,24,2,2,18,25,0,8
C4920,24,6,District-Gandhinagar,Urban,90+,4,7,10,1,1,4,7,0,2
C4920,24,6,District-Gandhinagar,Urban,Age Not Stated,5,8,10,0,1,5,0,2,1
C4920,24,7,District-Ahmadabad,Rural,0-4,103,80,63,17,8,63,43,27,16
C4920,24,7,District-Ahmadabad,Rural,5-9,149,105,101,103,81,135,79,158,94
C4920,24,7,District-Ahmadabad,Rural,10-19,393,277,227,214,133,415,274,420,232
C4920,24,7,District-Ahmadabad,Rural,20-29,250,202,178,98,80,681,391,215,129
