Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,In seeing - Males,In seeing - Females,In Hearing - Males,In Hearing - Females,In Speech - Males,In Speech - Females,In Movement - Males,In Movement - Females,Mental - Males,Mental - Females
C4920,28,7,District-Mahbubnagar,Urban,50-59,107,104,77,61,56,48,272,118,42,39
C4920,28,7,District-Mahbubnagar,Urban,60-69,105,143,75,67,26,20,227,147,16,20
C4920,28,7,District-Mahbubnagar,Urban,70-79,61,82,45,37,19,5,116,84,13,5
C4920,28,7,District-Mahbubnagar,Urban,80-89,16,32,12,17,2,2,27,39,2,2
C4920,28,7,District-Mahbubnagar,Urban,90+,7,7,1,6,2,2,8,9,0,0
C4920,28,7,District-Mahbubnagar,Urban,Age Not Stated,14,1,8,5,6,4,15,11,8,3
C4920,28,8,District-Nalgonda,Rural,0-4,104,101,112,129,50,45,214,129,67,60
C4920,28,8,District-Nalgonda,Rural,5-9,209,174,231,202,360,263,445,312,286,241
C4920,28,8,District-Nalgonda,Rural,10-19,559,441,596,508,758,610,1623,1150,982,844
C4920,28,8,District-Nalgonda,Rural,20-29,570,442,624,567,685,497,3142,1973,785,730
C4920,28,8,District-Nalgonda,Rural,30-39,558,440,498,548,572,369,2361,1324,524,640
C4920,28,8,District-Nalgonda,Rural,40-49,626,547,538,542,424,322,2148,1167,402,413
C4920,28,8,District-Nalgonda,Rural,50-59,700,801,478,614,265,201,2026,1406,213,211
C4920,28,8,District-Nalgonda,Rural,60-69,1295,1566,731,836,222,217,2552,1995,156,171
C4920,28,8,District-Nalgonda,Rural,70-79,982,1006,516,466,117,76,1615,1105,71,59
C4920,28,8,District-Nalgonda,Rural,80-89,384,397,201,224,30,29,454,413,17,17
C4920,28,8,District-Nalgonda,Rural,90+,76,80,48,41,7,4,77,96,0,5
C4920,28,8,District-Nalgonda,Rural,Age Not Stated,13,22,8,16,5,4,23,15,7,5
C4920,28,8,District-Nalgonda,Urban,0-4,18,13,34,35,3,3,38,30,15,13
C4920,28,8,District-Nalgonda,Urban,5-9,37,33,64,37,64,41,72,51,44,34
C4920,28,8,District-Nalgonda,Urban,10-19,112,113,164,143,163,142,260,190,169,149
C4920,28,8,District-Nalgonda,Urban,20-29,101,98,130,159,141,141,533,391,190,180
C4920,28,8,District-Nalgonda,Urban,30-39,105,82,129,101,132,126,490,318,132,95
C4920,28,8,District-Nalgonda,Urban,40-49,142,108,109,99,106,59,442,239,82,65
C4920,28,8,District-Nalgonda,Urban,50-59,103,104,73,87,89,59,447,233,56,44
C4920,28,8,District-Nalgonda,Urban,60-69,153,172,88,83,40,35,370,253,23,24
C4920,28,8,District-Nalgonda,Urban,70-79,87,119,58,59,17,8,195,156,11,16
C4920,28,8,District-Nalgonda,Urban,80-89,21,58,28,33,6,7,52,53,2,7
C4920,28,8,District-Nalgonda,Urban,90+,7,7,4,4,3,1,12,21,0,1
C4920,28,8,District-Nalgonda,Urban,Age Not Stated,2,3,1,3,4,0,12,6,1,1
C4920,28,9,District-Warangal,Rural,0-4,102,102,175,159,42,35,171,105,62,55
C4920,28,9,District-Warangal,Rural,5-9,187,164,268,273,321,247,350,241,221,167
C4920,28,9,District-Warangal,Rural,10-19,583,472,777,732,719,604,1135,791,712,637
C4920,28,9,District-Warangal,Rural,20-29,474,384,654,658,582,577,2036,1427,566,547
C4920,28,9,District-Warangal,Rural,30-39,501,414,559,637,568,465,1818,981,433,441
C4920,28,9,District-Warangal,Rural,40-49,580,440,613,560,449,307,1606,783,338,274
C4920,28,9,District-Warangal,Rural,50-59,560,626,440,534,249,249,1471,895,174,183
C4920,28,9,District-Warangal,Rural,60-69,985,1192,641,809,278,238,1957,1415,133,163
